,zipcode,address,price,size
193,90026,"712 N Bonnie Brae St, Los Angeles, CA 90026",999000,990
194,90026,"369 N La Fayette Park Pl APT 4, Los Angeles, CA 90026",488888,1035
196,90026,"2176 Clifford St, Los Angeles, CA 90026",870000,1449
197,90026,"1818 Montana St, Los Angeles, CA 90026",995000,1796
199,90026,"1530 Ewing St, Los Angeles, CA 90026",1800000,2424
200,90025,"1878 Greenfield Ave PH 2, Los Angeles, CA 90025",1425000,1950
201,90025,"1658 Camden Ave APT 307, Los Angeles, CA 90025",1395000,2178
202,90025,"1541 Stoner Ave APT 5, Los Angeles, CA 90025",779000,1183
203,90025,"10327 Lauriston Ave, Los Angeles, CA 90025",1699000,1267
204,90025,"1522 S Bentley Ave APT C, Los Angeles, CA 90025",1050000,1426
205,90025,"1911 S Barrington Ave # 1911, Los Angeles, CA 90025",2450000,3300
206,90025,"1553 Armacost Ave APT 302, Los Angeles, CA 90025",1199000,1830
207,90025,"2114 Butler Ave, Los Angeles, CA 90025",1649000,2367
208,90025,"11700 Iowa Ave APT 103, Los Angeles, CA 90025",995000,1984
209,90025,"1706 S Carmelina Ave, Los Angeles, CA 90025",1399000,820
210,90025,"1957 S Bentley Ave, Los Angeles, CA 90025",2100000,3127
211,90025,"11979 Walnut Ln APT 4, Los Angeles, CA 90025",1776250,2165
212,90025,"1930 S Beverly Glen Blvd APT 202, Los Angeles, CA 90025",839000,1527
213,90025,"Ave, Los Angeles, CA 90025",2175000,1975
214,90025,"11625 Texas Ave APT 304, Los Angeles, CA 90025",810000,1243
215,90025,"1435 S Bundy Dr, Los Angeles, CA 90025",3600000,6646
216,90025,"1875 Kelton Ave APT 303, Los Angeles, CA 90025",1049000,1835
217,90025,"2025 S Beverly Glen Blvd APT 1B, Los Angeles, CA 90025",929000,1514
218,90025,"2012 Veteran Ave, Los Angeles, CA 90025",3025000,3000
219,90025,"1817 Prosser Ave APT 103, Los Angeles, CA 90025",1125000,1502
220,90025,"10390 La Grange Ave PENTHOUSE 4, Los Angeles, CA 90025",1050000,1627
221,90025,"2002 Fox Hills Dr, Los Angeles, CA 90025",3250000,2890
223,90025,"1636 Wellesley Ave, Los Angeles, CA 90025",1650000,2028
224,90025,"10327 Missouri Ave APT 101, Los Angeles, CA 90025",948000,1218
226,90025,"1529 S Westgate Ave UNIT 101, Los Angeles, CA 90025",1095000,1620
227,90025,"1529 S Westgate Ave # 101, Los Angeles, CA 90025",1095000,1620
229,90025,"11350 Missouri Ave, Los Angeles, CA 90025",1895000,3498
230,90025,"1821 Fairburn Ave APT 201, Los Angeles, CA 90025",1350000,1716
231,90025,"1310 Armacost Ave APT 202, Los Angeles, CA 90025",1099000,1870
232,90025,"11574 Ohio Ave APT 204, Los Angeles, CA 90025",779000,1037
234,90025,"1840 S Beverly Glen Blvd APT 307, Los Angeles, CA 90025",825000,1491
235,90025,"1831 Prosser Ave APT 102, Los Angeles, CA 90025",389000,486
236,90025,"1518 S Carmelina Ave, Los Angeles, CA 90025",1799000,2500
237,90025,"1529 S Bundy Dr, West Los Angeles, CA 90025",5995000,8230
239,90025,"1844 Glendon Ave APT 202, Los Angeles, CA 90025",910000,1519
240,90028,"6253 Hollywood Blvd APT 1203, Los Angeles, CA 90028",589000,850
241,90028,"6063 Harold Way, Los Angeles, CA 90028",1750000,2145
242,90028,"5633 Carlton Way # 402, Los Angeles, CA 90028",625000,860
243,90028,"6735 Yucca St UNIT 203, Los Angeles, CA 90028",695000,1290
244,90028,"1645 Vine St APT 612, Los Angeles, CA 90028",1695000,1910
245,90028,"1435 N Las Palmas Ave, Los Angeles, CA 90028",2000000,3844
246,90028,"6250 Hollywood Blvd UNIT 7L, Los Angeles, CA 90028",699000,920
247,90028,"7062 Hawthorn Ave APT 106, Los Angeles, CA 90028",779000,970
248,90028,"6681 Fountain Ave, Los Angeles, CA 90028",2395000,3140
249,90028,"6612 De Longpre Ave, Los Angeles, CA 90028",1600000,3150
250,90028,"1842 Grace Ave, Los Angeles, CA 90028",945000,1035
252,90028,"1342 N Sycamore Ave, Los Angeles, CA 90028",1379000,2273
253,90028,"1340 N Sycamore Ave, Los Angeles, CA 90028",1379000,2273
254,90028,"1570 La Baig Ave, Los Angeles, CA 90028",2850000,3360
255,90028,"1340 1/2 N Sycamore Ave, Los Angeles, CA 90028",1379000,2273
256,90028,"1306 N Mansfield Ave, Los Angeles, CA 90028",1549000,2098
257,90028,"1351 N Orange Dr APT 217, Los Angeles, CA 90028",389999,589
258,90028,"6687 Daychar Dr, Los Angeles, CA 90028",1450000,2010
259,90028,"1552 La Baig Ave, Los Angeles, CA 90028",1295000,1400
260,90028,"5627 Fountain Ave, Los Angeles, CA 90028",1149900,2758
261,90028,"6008 Carlton Way, Los Angeles, CA 90028",1400000,1008
262,90028,"6250 Hollywood Blvd UNIT 4M, Los Angeles, CA 90028",599000,990
265,90028,"6012 Carlton Way, Los Angeles, CA 90028",1400000,1760
266,90028,"6250 Hollywood Blvd UNIT 10H, Los Angeles, CA 90028",799000,1220
267,90028,"1846 N Wilton Pl, Los Angeles, CA 90028",1350000,2956
268,90028,"7062 Hawthorn Ave APT 304, Los Angeles, CA 90028",899000,1201
269,90028,"6253 Hollywood Blvd APT 201, Los Angeles, CA 90028",389000,805
271,90028,"6250 Hollywood Blvd UNIT 14D, Los Angeles, CA 90028",3395000,2600
272,90028,"6250 Hollywood Blvd UNIT 6A, Los Angeles, CA 90028",1445000,1870
273,90028,"6250 Hollywood Blvd UNIT 9C, Los Angeles, CA 90028",1000000,1270
274,90028,"1535 Gordon St, Los Angeles, CA 90028",2100000,805
275,90028,"6250 Hollywood Blvd UNIT 12E, Los Angeles, CA 90028",2400000,2190
276,90028,"6253 Hollywood Blvd APT 507, Los Angeles, CA 90028",799000,1245
277,90028,"6250 Hollywood Blvd UNIT 14A, Los Angeles, CA 90028",3600000,3270
278,90028,"6250 Hollywood Blvd UNIT 5E, Los Angeles, CA 90028",1175000,1910
279,90028,"1568 Gordon St, Los Angeles, CA 90028",1100000,1440
280,90027,"2405 Glendower Ave, Los Angeles, CA 90027",12750000,15391
281,90027,"3783 Effingham Pl, Los Angeles, CA 90027",1775000,2253
282,90027,"4249 Newdale Dr, Los Angeles, CA 90027",1300000,1000
283,90027,"1725 N Berendo St, Los Angeles, CA 90027",1399000,2784
284,90027,"3440 Amesbury Rd, Los Angeles, CA 90027",1599000,2388
285,90027,"1750 N Harvard Blvd APT 304, Los Angeles, CA 90027",859000,1638
286,90027,"3834 Udell Ct, Los Angeles, CA 90027",903394,810
287,90027,"3670 Holboro Dr, Los Angeles, CA 90027",2219000,3227
288,90027,"3941 Cumberland Ave, Los Angeles, CA 90027",1425000,2547
289,90027,"1514 Sanborn Ave, Los Angeles, CA 90027",1299000,1428
290,90027,"1757 N Kingsley Dr, Los Angeles, CA 90027",8900000,12959
291,90027,"2030 N Vermont Ave APT 9, Los Angeles, CA 90027",669000,1273
292,90027,"2361 N Vermont Ave, Los Angeles, CA 90027",2295000,2665
293,90027,"3624 Shannon Rd, Los Angeles, CA 90027",1550000,2567
294,90027,"5248 Los Adornos Way, Los Angeles, CA 90027",2599000,3385
295,90027,"2415 Saint George St, Los Angeles, CA 90027",1295000,3071
296,90027,"1909 N Berendo St, Los Angeles, CA 90027",1899900,2091
297,90027,"2287 Ronda Vista Dr, Los Angeles, CA 90027",3599000,3771
299,90027,"1511 Rosalia Rd, Los Angeles, CA 90027",2650000,5060
300,90027,"4920 Los Feliz Blvd, Los Angeles, CA 90027",1899900,3034
301,90027,"1901 Hyperion Ave, Los Angeles, CA 90027",2385000,4088
302,90027,"2226 N Berendo St, Los Angeles, CA 90027",4450000,4340
303,90027,"4455 Los Feliz Blvd APT 107, Los Angeles, CA 90027",698000,838
305,90027,"3819 Sunset Dr, Los Angeles, CA 90027",345000,3415
306,90027,"2520 Chislehurst Pl, Los Angeles, CA 90027",2995000,3320
307,90027,"4408 Franklin Ave APT 3, Los Angeles, CA 90027",499900,636
308,90027,"2340 N Vermont Ave, Los Angeles, CA 90027",5395000,5218
309,90027,"2630 N Vermont Ave, Los Angeles, CA 90027",8500000,3472
310,90027,"1402 N Alexandria Ave, Los Angeles, CA 90027",810000,1855
313,90027,"4517 Dundee Dr, Los Angeles, CA 90027",3495000,3094
315,90027,"3441 Amesbury Rd, Los Angeles, CA 90027",2149999,3482
316,90027,"2041 N Vermont Ave, Los Angeles, CA 90027",9950000,22582
317,90027,"1714 Hollyvista Ave, Los Angeles, CA 90027",1900000,2022
320,91790,"1314 W Wembly St, West Covina, CA 91790",615000,1320
321,91790,"550 N Morris Ave, West Covina, CA 91790",499000,1097
322,91790,"1301 E Portner St, West Covina, CA 91790",750000,2595
323,91790,"1315 W Roxbury St, West Covina, CA 91790",575000,1314
324,91790,"1101 S Evanwood Ave, West Covina, CA 91790",639900,1469
325,91790,"529 E Francisquito Ave, West Covina, CA 91790",548000,1778
326,91790,"2131 W San Bernardino Rd, West Covina, CA 91790",92000,704
327,91790,"934 W Michelle St, West Covina, CA 91790",570000,1355
328,91790,"1427 S Conlon Ave, West Covina, CA 91790",540775,1228
329,91790,"1627 S Rama Dr, West Covina, CA 91790",550000,1143
331,91790,"1412 S Sandia Ave, West Covina, CA 91790",649900,2224
332,91790,"832 E Greenville Dr, West Covina, CA 91790",695000,1988
333,91790,"1522 Outrigger, West Covina, CA 91790",579900,1531
334,91790,"2131 W San Bernardino Rd # 80, West Covina, CA 91790",92000,1040
335,91790,"231 S Astell Ave, West Covina, CA 91790",499995,1274
337,91790,"738 E Lucille Ave, West Covina, CA 91790",699000,2098
338,91790,"1909 S Tonopah Ave, West Covina, CA 91790",639000,1791
348,91790,"1037 S Valinda Ave, West Covina, CA 91790",688888,1976
351,91790,"1441 W Village Ln, West Covina, CA 91790",398900,1100
352,91790,"744 S Glendora Ave, West Covina, CA 91790",445000,8045
355,91790,"230 S Glendora Ave, West Covina, CA 91790",1699900,8568
356,91790,"1146 W Louisa Ave, West Covina, CA 91790",499999,1254
360,91789,"20934 Granite Wells Dr, Walnut, CA 91789",1125000,2623
361,91789,"19327 Platt River Dr, Walnut, CA 91789",735000,2046
362,91789,"21650 E Bluebell Ct, Walnut, CA 91789",888000,2396
363,91789,"19960 Esquiline Ave, Walnut, CA 91789",439900,1295
364,91789,"19438 Juniper Bnd, Walnut, CA 91789",1990000,4404
366,91789,"238 Amberwood Dr, Walnut, CA 91789",1109000,3200
367,91789,"3825 Valley Blvd SPC 45, Walnut, CA 91789",74950,1100
369,91789,"20540 Gartel Dr, Walnut, CA 91789",1033000,3348
373,91789,"486 Avenida Esplendor, Walnut, CA",1580000,4258
374,91789,"21634 E Sleepy Hollow Ct, Walnut, CA 91789",1150000,2484
375,91789,"20042 Esquiline Ave, Walnut, CA 91789",510000,1295
377,91789,"20305 Damietta Dr, Diamond Bar, CA 91789",639998,1320
378,91789,"1525 Walnut Leaf Dr UNIT 212, Walnut, CA 91789",360000,905
380,91789,"20736 E Mill Ln, Diamond Bar, CA 91789",920000,2036
381,91789,"136 Greenleaf Dr, Walnut, CA 91789",728880,1880
382,91789,"985 Ironshoe Ct, Walnut, CA 91789",2199000,4204
383,91789,"20918 High Country Dr, Diamond Bar, CA 91789",918000,2186
384,91789,"763 Colusa Dr, Walnut, CA 91789",788888,1752
385,91789,"21611 Golden Poppy Ct, Walnut, CA 91789",899000,1894
386,91789,"19970 Calle Alicia, Walnut, CA 91789",926000,2100
387,91789,"20337 Edgemont Pl, Walnut, CA 91789",1168000,3002
388,91789,"744 Citadel Dr, Walnut, CA 91789",899000,2510
389,91789,"795 Francesca Dr UNIT 201, Walnut, CA 91789",369000,1102
390,91789,"20777 E Crest Ln UNIT C, Walnut, CA 91789",498000,999
394,91789,"934 Regal Canyon Dr, Walnut, CA 91789",2180000,4196
395,91789,"795 Francesca Dr UNIT 202, Walnut, CA 91789",350000,1026
396,91789,"1524 Leanne Ter, Walnut, CA 91789",799900,2250
398,91789,"1208 S Lemon Ave, Diamond Bar, CA 91789",3100000,4848
399,91789,"939 Winding Brook Ln, Walnut, CA 91789",1048000,2575
400,90029,"923 N Mariposa Ave, Los Angeles, CA 90029",1999999,2283
401,90029,"1054 N Kingsley Dr, Los Angeles, CA 90029",2000000,9165
402,90029,"923 N Heliotrope Dr, Los Angeles, CA 90029",1149000,2671
403,90029,"1173 N Edgemont St, Los Angeles, CA 90029",1499900,3141
404,90029,"1218 N Berendo St, Los Angeles, CA 90029",1688000,2
405,90029,"1233 N New Hampshire Ave, Los Angeles, CA 90029",3995000,10012
406,90029,"4959 Romaine St, Los Angeles, CA 90029",7500000,15520
407,90029,"1149 N Westmoreland Ave, Los Angeles, CA 90029",3800000,9254
408,90029,"1138 N Westmoreland Ave, Los Angeles, CA 90029",2899000,1306
410,90029,"1118 N Edgemont St, Los Angeles, CA 90029",1075000,1622
411,90029,"837 N Kingsley Dr, Los Angeles, CA 90029",1000000,1175
412,90029,"4901 Romaine St, Los Angeles, CA 90029",1395000,1646
413,90029,"5026 Lemon Grove Ave, Los Angeles, CA 90029",998000,1546
414,90029,"1001 Hyperion Ave, Los Angeles, CA 90029",4150000,8808
415,90029,"1222 N Virgil Ave, Los Angeles, CA 90029",1175000,1865
416,90029,"1004 N Serrano Ave, Los Angeles, CA 90029",895000,2734
417,90029,"949 N Hobart Blvd, Los Angeles, CA",2550000,5522
418,90029,"5179 Fountain Ave, Los Angeles, CA 90029",4150000,12762
419,90029,"4321 Burns Ave, Los Angeles, CA 90029",1250000,9596
420,90029,"1108 Manzanita St, Los Angeles, CA 90029",1600000,2436
421,90029,"4335 Normal Ave, Los Angeles, CA 90029",725000,1069
423,90029,"1211 N Normandie Ave, Los Angeles, CA 90029",1182000,2222
424,90029,"5111 Romaine St, Los Angeles, CA 90029",649000,616
425,90029,"821 N Harvard Blvd, Los Angeles, CA 90029",1900000,2606
426,90029,"749 N Edgemont St, Los Angeles, CA 90029",1260000,2183
427,90029,"901 N Virgil Ave # 2, Los Angeles, CA 90029",949999,1344
428,90029,"5164 Romaine St, Los Angeles, CA 90029",649900,874
430,90029,"4433 Lockwood Ave, Los Angeles, CA 90029",2299500,4518
431,90029,"1220 Sanborn Ave, Los Angeles, CA 90029",1560000,3297
432,90029,"5423 Lexington Ave, Los Angeles, CA 90029",1750000,4179
433,90029,"4005 Monroe St APT 6, Los Angeles, CA 90029",799000,1682
434,90029,"735 N Kingsley Dr, Los Angeles, CA 90029",1200000,2456
435,90029,"908 Manzanita St, Los Angeles, CA 90029",1200000,1519
436,90029,"5000 And 5002 Marathon Street And 717 And 717 1/2 Oxfor Ave, Los Angeles, CA 90029",1295963,2448
438,90029,"5068 Romaine St, Los Angeles, CA 90029",1795000,8999
439,90029,"806 N Oxford Ave, Los Angeles, CA 90029",1100888,1492
440,91792,"1854 June Ct, West Covina, CA 91792",655000,1871
441,91792,"18951 Damasco St, West Covina, CA 91792",650000,1880
442,91792,"2201 Calle Taxco, West Covina, CA 91792",475000,1703
443,91792,"2629 E Maureen St, West Covina, CA 91792",522500,1925
444,91792,"1316 Oahu St, West Covina, CA 91792",468000,1524
446,91792,"2018 Sarah Ct, West Covina, CA 91792",535000,1372
448,91792,"E Lainie St, West Covina, CA 91792",650000,2191
449,91792,"1916 E Lainie St, West Covina, CA 91792",690000,1960
451,91792,"2210 Nebraska St, West Covina, CA 91792",379000,1058
453,91792,"2500 Giovanne Way, West Covina, CA 91792",760000,2673
455,91792,"3216 E Pinefalls Dr, West Covina, CA 91792",625000,1470
456,91792,"2404 E Magdalena Dr, West Covina, CA 91792",585000,1579
457,91792,"2103 Eveningside Dr, West Covina, CA 91792",349980,966
458,91792,"3444 S Gauntlet Dr, West Covina, CA 91792",730000,1326
459,91792,"2988 E Valley View Ave, West Covina, CA 91792",499000,1302
461,91792,"3509 Eucalyptus St, West Covina, CA 91792",410000,1269
