,dr_no,area,date_occ,time_occ,location,lat,lon,crm_cd,zipcode
574,191920258,19,2019-12-07T00:00:00.000,1400,13900    KINBROOK                     ST,34.3257,-118.436,624,91342
575,190623406,6,2019-12-07T00:00:00.000,1445,5400 W  SUNSET                       BL,34.0981,-118.3071,420,90027
576,191323480,13,2019-12-07T00:00:00.000,2000,1200 S  NAOMI                        AV,34.0287,-118.2435,740,90021
577,191323424,13,2019-12-07T00:00:00.000,1600,4300    HOOPER                       AV,34.0058,-118.2521,210,90011
578,191228410,12,2019-12-07T00:00:00.000,800,600 E  84TH                         ST,33.9629,-118.2651,510,90003
579,191719140,17,2019-12-07T00:00:00.000,100,MALDEN                       ST,34.2243,-118.5623,230,91306
580,190720542,7,2019-12-07T00:00:00.000,1755,4800    PICKFORD                     ST,34.0415,-118.3431,900,90019
581,191323468,13,2019-12-07T00:00:00.000,2200,1500 E  21ST                         ST,34.0197,-118.2474,510,90011
582,190326002,3,2019-12-07T00:00:00.000,100,4600    9TH                          AV,34.0019,-118.3269,901,90043
583,190326016,3,2019-12-07T00:00:00.000,1530,3500 S  WESTERN                      AV,34.0247,-118.3089,626,90018
584,191425100,14,2019-12-07T00:00:00.000,1100,11600    BRADDOCK                     DR,33.9962,-118.4119,740,90230
585,190128858,1,2019-12-07T00:00:00.000,2200,1500 S  GRAND                        AV,34.0365,-118.2659,626,90015
586,190325986,3,2019-12-07T00:00:00.000,440,3500    HOMELAND                     DR,34.0054,-118.3338,440,90008
587,191228405,12,2019-12-07T00:00:00.000,1600,100 W  82ND                         ST,33.9651,-118.2754,420,90003
588,191228424,12,2019-12-07T00:00:00.000,1500,SLAUSON                      AV,33.9892,-118.3089,440,90062
589,191617339,16,2019-12-07T00:00:00.000,1830,RALSTON,34.2674,-118.4203,510,91331
590,191228517,12,2019-12-07T00:00:00.000,1400,500 W  77TH                         ST,33.9698,-118.2827,510,90003
591,192119516,21,2019-12-07T00:00:00.000,1300,21300    ERWIN                        ST,34.1829,-118.5959,624,91367
592,190819315,8,2019-12-07T00:00:00.000,845,10400    SANTA MONICA                 BL,34.0581,-118.4236,626,90025
593,191323423,13,2019-12-07T00:00:00.000,5,5500    AVALON                       BL,33.9923,-118.2696,310,90011
594,190326054,3,2019-12-07T00:00:00.000,1500,24TH                         ST,34.0346,-118.3024,740,90018
595,192021048,20,2019-12-07T00:00:00.000,1200,MARIPOSA,34.0598,-118.2979,420,90005
596,190720507,7,2019-12-07T00:00:00.000,1700,1100 S  POINT VIEW                   ST,34.0562,-118.3681,510,90035
598,191920238,19,2019-12-07T00:00:00.000,900,12800    ENCINITAS                    AV,34.3023,-118.4769,510,91342
599,191018696,10,2019-12-07T00:00:00.000,1630,7200    AMIGO                        AV,34.2011,-118.5386,354,91335
600,191617299,16,2019-12-07T00:00:00.000,30,11300    SHELDON                      ST,34.2516,-118.3769,510,91352
601,191323472,13,2019-12-07T00:00:00.000,1600,300 W  52ND                         PL,33.995,-118.2783,745,90037
603,191228421,12,2019-12-07T00:00:00.000,1900,1700 W  SLAUSON                      AV,33.9892,-118.3062,210,90047
604,192119550,21,2019-12-07T00:00:00.000,2200,21300    DUMETZ                       RD,34.1579,-118.5946,330,91364
605,190920911,9,2019-12-07T00:00:00.000,18,12600    RIVERSIDE                    DR,34.1576,-118.4074,626,91607
606,190326006,3,2019-12-07T00:00:00.000,1530,RAYMOND,34.0219,-118.3045,210,90018
607,190128767,1,2019-12-07T00:00:00.000,1300,500 S  HILL                         ST,34.0488,-118.2518,888,90013
608,190623422,6,2019-12-07T00:00:00.000,1840,6900    HOLLYWOOD                    BL,34.1016,-118.3401,664,90028
609,191323471,13,2019-12-07T00:00:00.000,1915,CENTRAL                      AV,34.0245,-118.2505,230,90021
610,192021070,20,2019-12-07T00:00:00.000,2130,2800    LEEWARD                      AV,34.0588,-118.2842,624,90005
611,191228518,12,2019-12-07T00:00:00.000,1200,FLORENCE,33.9745,-118.3221,510,90043
612,191323436,13,2019-12-07T00:00:00.000,1,1600 E  48TH                         PL,33.9994,-118.2456,510,90011
613,190519096,5,2019-12-07T00:00:00.000,1430,500 W  8TH                          ST,33.736999999999995,-118.2879,740,90731
614,191521610,15,2019-12-07T00:00:00.000,1,11800    KITTRIDGE                    ST,34.1903,-118.39,420,91606
615,190720471,7,2019-12-07T00:00:00.000,200,WASHINGTON                   BL,34.0399,-118.3267,210,90018
616,190920932,9,2019-12-07T00:00:00.000,215,VENTURA                      BL,34.147,-118.4249,624,91423
617,190325952,3,2019-12-07T00:00:00.000,130,W  MARTIN LUTHER KING JR        BL,34.0109,-118.3132,220,90062
618,191920262,19,2019-12-07T00:00:00.000,2000,MUSCATINE,34.2258,-118.4301,220,91331
619,190128864,1,2019-12-07T00:00:00.000,2100,300 E  1ST                          ST,34.0504,-118.2409,310,90012
620,190819312,8,2019-12-07T00:00:00.000,2315,WHITWORTH                    DR,34.0571,-118.3878,210,90035
621,190128763,1,2019-12-07T00:00:00.000,1953,500 S  SPRING                       ST,34.0467,-118.25200000000001,230,90013
622,192119588,21,2019-12-07T00:00:00.000,2130,6300    VARIEL                       AV,34.1847,-118.5928,740,91367
623,190222950,2,2019-12-07T00:00:00.000,1900,500    UNION                        DR,34.058,-118.2682,330,90017
624,190920950,9,2019-12-07T00:00:00.000,800,14100    DELANO                       ST,34.1827,-118.44,901,91401
625,191323427,13,2019-12-07T00:00:00.000,930,1300    WALNUT                       ST,34.0231,-118.2499,510,90011
626,191323425,13,2019-12-07T00:00:00.000,240,15TH                         ST,34.0224,-118.2393,210,90021
627,191120511,11,2019-12-07T00:00:00.000,400,4600    HOLLYWOOD                    BL,34.0995,-118.2892,624,90027
628,191018702,10,2019-12-07T00:00:00.000,1645,18700    VENTURA                      BL,34.1707,-118.5408,442,91356
629,191120520,11,2019-12-07T00:00:00.000,1,MAUBERT                      AV,34.0991,-118.2896,510,90027
630,192021044,20,2019-12-07T00:00:00.000,1450,1100 S  NEW HAMPSHIRE                AV,34.0509,-118.2926,745,90006
631,190222886,2,2019-12-07T00:00:00.000,115,JAMES M WOOD,34.0558,-118.2841,210,90057
632,190325954,3,2019-12-07T00:00:00.000,15,4500 W  MARTIN LUTHER KING           BL,34.0175,-118.346,230,90016
633,192119518,21,2019-12-07T00:00:00.000,1820,21800    VICTORY                      BL,34.1875,-118.603,930,91367
634,191301098,13,2019-12-07T00:00:00.000,1745,6900 S  MAIN                         ST,33.9786,-118.2761,210,90003
635,190128789,1,2019-12-07T00:00:00.000,1813,700 S  FLOWER                       ST,34.0487,-118.2588,442,90017
636,190720577,7,2019-12-07T00:00:00.000,135,CASHIO                       ST,34.0504,-118.3745,330,90035
637,191425185,14,2019-12-07T00:00:00.000,1700,13400    MAXELLA                      AV,33.9873,-118.4403,341,90066
638,190720478,7,2019-12-07T00:00:00.000,1000,1600 S  LONGWOOD                     AV,34.0463,-118.3429,440,90019
639,190325966,3,2019-12-07T00:00:00.000,600,1200 W  35TH                         ST,34.0242,-118.2945,510,90007
640,191824522,18,2019-12-07T00:00:00.000,1630,800 W  134TH                        ST,33.9103,-118.2892,440,90247
641,191425108,14,2019-12-07T00:00:00.000,200,8700    DELGANY                      AV,33.9561,-118.4397,236,90293
642,191228414,12,2019-12-07T00:00:00.000,1700,200 W  83RD                         ST,33.9642,-118.2761,420,90003
643,190920948,9,2019-12-07T00:00:00.000,2130,14100    VANOWEN                      ST,34.1976,-118.4443,330,91405
644,190222923,2,2019-12-07T00:00:00.000,1900,300 N  DILLON                       ST,34.0753,-118.2812,745,90026
645,191617319,16,2019-12-07T00:00:00.000,1415,13500    PAXTON                       ST,34.2734,-118.4267,442,91331
646,190128749,1,2019-12-07T00:00:00.000,300,7TH,34.035,-118.2386,121,90021
647,191228461,12,2019-12-07T00:00:00.000,1410,700 W  82ND                         ST,33.9661,-118.2849,870,90044
648,191521601,15,2019-12-07T00:00:00.000,1100,11300    HARTLAND                     ST,34.1952,-118.37700000000001,510,91605
649,190623437,6,2019-12-07T00:00:00.000,2000,FERNWOOD,34.0956,-118.307,210,90027
650,190128762,1,2019-12-07T00:00:00.000,2345,100 E  6TH                          ST,34.046,-118.2493,624,90013
651,190623407,6,2019-12-07T00:00:00.000,1415,700 N  WESTERN                      AV,34.0865,-118.3169,420,90038
652,190920991,9,2019-12-07T00:00:00.000,2200,14100    VANOWEN                      ST,34.1976,-118.4443,330,91405
653,190128737,1,2019-12-07T00:00:00.000,230,500 S  LOS ANGELES                  ST,34.046,-118.2493,330,90013
654,191120532,11,2019-12-07T00:00:00.000,30,2900    ASBURY                       ST,34.0976,-118.2316,888,90065
655,191617400,16,2019-12-07T00:00:00.000,2030,12100    SHELDON                      ST,34.2374,-118.3964,740,91352
656,190128766,1,2019-12-07T00:00:00.000,600,700    BERNARD                      ST,34.0677,-118.2398,310,90012
657,190417723,4,2019-12-07T00:00:00.000,1320,3200    LANFRANCO                    ST,34.0332,-118.2017,745,90063
658,191920259,19,2019-12-07T00:00:00.000,300,8200    BRIMFIELD                    AV,34.2198,-118.4586,235,91402
659,191018704,10,2019-12-07T00:00:00.000,1950,HASKELL                      AV,34.1757,-118.4846,761,91436
660,191920263,19,2019-12-07T00:00:00.000,1800,14500    DYER                         ST,34.3004,-118.448,330,91342
662,191323455,13,2019-12-07T00:00:00.000,1530,1300 E  57TH                         ST,33.9912,-118.2521,420,90011
663,190222914,2,2019-12-07T00:00:00.000,1720,600 S  ALVARADO                     ST,34.0596,-118.2749,230,90057
664,191425135,14,2019-12-07T00:00:00.000,200,5200    GLASGOW                      WY,33.9724,-118.3718,420,90045
665,190920934,9,2019-12-07T00:00:00.000,1400,HART                         ST,34.1976,-118.44,510,91405
666,192021069,20,2019-12-07T00:00:00.000,2330,300 N  WESTERN                      AV,34.0799,-118.3113,624,90004
667,190519074,5,2019-12-07T00:00:00.000,715,500 W  22ND                         ST,33.7243,-118.288,930,90731
668,191228439,12,2019-12-07T00:00:00.000,515,WESTERN                      AV,33.9933,-118.3089,230,90062
669,190326086,3,2019-12-07T00:00:00.000,530,EXPOSITION                   BL,34.0183,-118.3089,740,90018
670,190417721,4,2019-12-07T00:00:00.000,1850,2600 N  MAIN                         ST,34.066,-118.2154,740,90031
671,191824496,18,2019-12-07T00:00:00.000,1430,103RD,33.9401,-118.2761,331,90003
672,192119503,21,2019-12-07T00:00:00.000,1520,6600    TOPANGA CANYON               BL,34.1905,-118.6059,330,91303
673,190128761,1,2019-12-07T00:00:00.000,1645,700 W  7TH                          ST,34.048,-118.2577,442,90017
674,191228407,12,2019-12-07T00:00:00.000,800,54TH                         ST,33.9933,-118.2871,210,90037
675,190401465,4,2019-12-07T00:00:00.000,1800,400 E  AVENUE 28,34.0831,-118.2086,740,90031
676,191323437,13,2019-12-07T00:00:00.000,1200,FLORENCE,33.9748,-118.26299999999999,510,90001
677,190417768,4,2019-12-07T00:00:00.000,1700,600 S  BOYLE                        AV,34.0386,-118.2201,310,90023
678,191920252,19,2019-12-07T00:00:00.000,5,14900    BURTON                       ST,34.2206,-118.4584,626,91402
679,190128771,1,2019-12-07T00:00:00.000,500,14TH,34.0368,-118.2629,761,90015
680,191000981,10,2019-12-07T00:00:00.000,2012,5400    AMESTOY                      AV,34.1694,-118.5055,310,91316
681,191425117,14,2019-12-07T00:00:00.000,2330,1100    AMOROSO                      PL,33.9971,-118.455,753,90291
682,191521606,15,2019-12-07T00:00:00.000,2230,5300    BELLINGHAM                   AV,34.1667,-118.3992,930,91607
683,191323456,13,2019-12-07T00:00:00.000,1220,100 E  55TH                         ST,33.9924,-118.2739,930,90011
684,191228453,12,2019-12-07T00:00:00.000,2200,3600 W  SLAUSON                      AV,33.989000000000004,-118.3352,761,90043
685,191323475,13,2019-12-07T00:00:00.000,845,1300 E  46TH                         ST,34.0021,-118.2521,946,90011
686,191617360,16,2019-12-07T00:00:00.000,1610,11000    GLENOAKS                     BL,34.2626,-118.4094,761,91331
687,191617307,16,2019-12-07T00:00:00.000,1430,7800    LANKERSHIM                   BL,34.2121,-118.3878,624,91605
688,191228393,12,2019-12-07T00:00:00.000,100,1700 W  52ND                         ST,33.9994,-118.3108,740,90062
689,191120560,11,2019-12-07T00:00:00.000,1600,2400    ECHO PARK                    AV,34.0916,-118.2539,330,90039
690,192021045,20,2019-12-07T00:00:00.000,1100,4TH                          ST,34.0674,-118.2954,626,90020
691,191228460,12,2019-12-07T00:00:00.000,1410,700 W  82ND                         ST,33.9661,-118.2849,870,90044
692,191018675,10,2019-12-07T00:00:00.000,1545,6900    RESEDA                       BL,34.1957,-118.536,761,91335
693,190326011,3,2019-12-07T00:00:00.000,2330,31ST                         ST,34.0265,-118.3089,420,90018
694,190623415,6,2019-12-07T00:00:00.000,215,5900    HOLLYWOOD                    BL,34.103,-118.3225,230,90028
695,190222945,2,2019-12-07T00:00:00.000,1800,3RD,34.0633,-118.2738,510,90057
696,192021112,20,2019-12-07T00:00:00.000,1100,900 S  ARDMORE                      AV,34.0559,-118.302,624,90006
697,191018676,10,2019-12-07T00:00:00.000,100,6300    BOVEY                        AV,34.1842,-118.5603,310,91335
698,191617335,16,2019-12-07T00:00:00.000,5,8000    WEBB                         AV,34.2157,-118.3878,740,91605
699,191824472,18,2019-12-07T00:00:00.000,500,VERMONT,33.951,-118.2916,230,90044
700,191120528,11,2019-12-07T00:00:00.000,1715,300 N  AVENUE 57,34.1127,-118.1942,624,90042
701,191920307,19,2019-12-07T00:00:00.000,736,9200    SEPULVEDA                    BL,34.2427,-118.4702,930,91343
702,190720563,7,2019-12-07T00:00:00.000,2000,1600 S  LONGWOOD                     AV,34.0463,-118.3429,624,90019
703,191323454,13,2019-12-07T00:00:00.000,1545,4200    HOOPER                       AV,34.0076,-118.2521,625,90011
704,191920292,19,2019-12-07T00:00:00.000,2140,13800    BEAVER                       ST,34.306999999999995,-118.434,901,91342
705,190519067,5,2019-12-07T00:00:00.000,1400,900 S  GAFFEY                       ST,33.7361,-118.2923,901,90731
706,192021065,20,2019-12-07T00:00:00.000,2300,500 S  HOBART                       BL,34.0654,-118.3054,626,90020
707,190920930,9,2019-12-07T00:00:00.000,2120,6600    VAN NUYS                     BL,34.1903,-118.4574,420,91411
708,191920293,19,2019-12-07T00:00:00.000,2000,12600    COMETA                       AV,34.2988,-118.4252,740,91340
709,192119546,21,2019-12-07T00:00:00.000,1940,21800    VENTURA                      BL,34.1684,-118.6021,343,91364
710,190519045,5,2019-12-07T00:00:00.000,200,21800    HALLDALE                     AV,33.8303,-118.3016,745,90501
711,192119547,21,2019-12-07T00:00:00.000,2330,21800    BRYANT                       ST,34.2273,-118.6034,330,91304
712,191617311,16,2019-12-07T00:00:00.000,340,8300    AMBOY                        AV,34.2216,-118.3908,626,91352
713,191228434,12,2019-12-07T00:00:00.000,15,500 W  50TH                         ST,33.9974,-118.2827,626,90037
714,190128805,1,2019-12-07T00:00:00.000,1800,800 S  SPRING                       ST,34.0438,-118.2547,236,90014
715,190223006,2,2019-12-07T00:00:00.000,1500,1400 S  UNION                        AV,34.0423,-118.2804,745,90015
716,190325982,3,2019-12-07T00:00:00.000,1020,3700    HALLDALE                     AV,34.021,-118.3029,624,90018
717,191228448,12,2019-12-07T00:00:00.000,2040,1600 W  69TH                         ST,33.977,-118.3046,626,90047
718,191920256,19,2019-12-07T00:00:00.000,255,9500    NATICK                       AV,34.2427,-118.4569,440,91343
719,191824498,18,2019-12-07T00:00:00.000,830,800 E  IMPERIAL                     HY,33.9345,-118.2623,236,90059
720,190623413,6,2019-12-07T00:00:00.000,215,5900    HOLLYWOOD                    BL,34.103,-118.3225,230,90028
721,190417710,4,2019-12-07T00:00:00.000,2200,MOTT,34.0382,-118.2084,510,90033
722,191120534,11,2019-12-07T00:00:00.000,1715,6100 N  FIGUEROA                     ST,34.1205,-118.1839,440,90042
723,191824492,18,2019-12-07T00:00:00.000,1655,115TH                        ST,33.9297,-118.2316,510,90059
724,191521643,15,2019-12-07T00:00:00.000,2300,6800    SIMPSON                      AV,34.194,-118.3889,230,91606
725,190301118,3,2019-12-07T00:00:00.000,1945,BUDLONG,34.0255,-118.2959,890,90007
726,191323510,13,2019-12-07T00:00:00.000,2100,40TH                         PL,34.0101,-118.2565,745,90011
727,190623435,6,2019-12-07T00:00:00.000,1850,6400    YUCCA                        ST,34.104,-118.3297,624,90028
728,190128765,1,2019-12-07T00:00:00.000,1650,700 S  FLOWER                       ST,34.0487,-118.2588,210,90017
729,192119527,21,2019-12-07T00:00:00.000,1445,21900    VANOWEN                      ST,34.1938,-118.6044,442,91303
730,190819296,8,2019-12-07T00:00:00.000,1244,10800    SANTA MONICA                 BL,34.0492,-118.4397,330,90025
731,191323490,13,2019-12-07T00:00:00.000,800,4400    HONDURAS                     ST,34.0039,-118.2441,930,90011
732,191018720,10,2019-12-07T00:00:00.000,1330,18200    HATTERAS                     ST,34.1765,-118.529,310,91356
733,190128731,1,2019-12-07T00:00:00.000,225,200 S  LOS ANGELES                  ST,34.0503,-118.2433,480,90012
734,190819321,8,2019-12-07T00:00:00.000,2300,11100 W  SUNSET                       BL,34.1016,-118.4698,310,90077
735,190920920,9,2019-12-07T00:00:00.000,1030,6700    VAN NUYS                     BL,34.1903,-118.4574,624,91411
736,190819316,8,2019-12-07T00:00:00.000,2100,GARTH,34.0389,-118.3791,510,90034
737,190920910,9,2019-12-07T00:00:00.000,1130,15300    SHERMAN                      WY,34.2085,-118.4698,420,91406
738,191824468,18,2019-12-07T00:00:00.000,100,400 E  108TH                        ST,33.9383,-118.2674,510,90061
739,190519104,5,2019-12-07T00:00:00.000,600,25900    MARKET                       PL,33.7882,-118.3087,310,90717
740,190326015,3,2019-12-07T00:00:00.000,1100,2600    BRIGHTON                     AV,34.0327,-118.3015,664,90018
741,191323450,13,2019-12-07T00:00:00.000,745,4000    TRINITY                      ST,34.0112,-118.2704,888,90011
742,192119555,21,2019-12-07T00:00:00.000,1830,6700    VARIEL                       AV,34.1921,-118.5928,940,91303
744,190128844,1,2019-12-07T00:00:00.000,2010,700 S  FIGUEROA                     ST,34.0483,-118.2631,440,90015
745,191521618,15,2019-12-07T00:00:00.000,2305,LANKERSHIM                   BL,34.2085,-118.3878,890,91605
746,191425126,14,2019-12-07T00:00:00.000,1935,12300    PACIFIC                      AV,34.0033,-118.4317,624,90066
747,191719049,17,2019-12-07T00:00:00.000,300,8600    YOLANDA                      AV,34.2264,-118.5404,910,91324
748,191323461,13,2019-12-07T00:00:00.000,1420,1300    STANFORD                     AV,34.0313,-118.2505,745,90021
749,190720564,7,2019-12-07T00:00:00.000,2100,1800 S  LA BREA                      AV,34.0424,-118.3467,624,90019
750,190720484,7,2019-12-07T00:00:00.000,1500,5900    AIRDROME                     ST,34.0458,-118.3691,510,90035
751,190519095,5,2019-12-07T00:00:00.000,2245,8TH                          ST,33.736999999999995,-118.2879,230,90731
752,190326031,3,2019-12-07T00:00:00.000,1130,3500 S  GRAMERCY                     PL,34.0246,-118.3138,310,90018
753,190720483,7,2019-12-07T00:00:00.000,1755,BEVERLY,34.0761,-118.3563,210,90036
754,191120626,11,2019-12-07T00:00:00.000,2130,1300 N  VERMONT                      AV,34.0956,-118.2918,330,90027
755,191425078,14,2019-12-07T00:00:00.000,130,12500    GILMORE                      AV,33.9908,-118.4257,930,90066
756,190623442,6,2019-12-07T00:00:00.000,1400,6500    SANTA MONICA                 BL,34.0944,-118.3277,624,90028
757,190623409,6,2019-12-07T00:00:00.000,150,SUNSET,34.098,-118.331,624,90028
758,190920938,9,2019-12-07T00:00:00.000,1800,VESPER                       AV,34.1994,-118.4509,330,91405
759,190417732,4,2019-12-07T00:00:00.000,1330,CESAR E CHAVEZ,34.0333,-118.1946,510,90063
760,191521640,15,2019-12-07T00:00:00.000,2330,10900    WHIPPLE                      ST,34.1481,-118.3673,310,91602
761,190326050,3,2019-12-07T00:00:00.000,1015,2600    VINEYARD                     AV,34.0283,-118.3492,624,90016
762,190623412,6,2019-12-07T00:00:00.000,215,5900    HOLLYWOOD                    BL,34.103,-118.3225,230,90028
763,190519056,5,2019-12-07T00:00:00.000,854,400 N  GAFFEY                       ST,33.746,-118.2923,745,90731
764,191824509,18,2019-12-07T00:00:00.000,1825,11800 S  FIGUEROA                     ST,33.9274,-118.2871,210,90044
765,191824506,18,2019-12-07T00:00:00.000,900,200 E  110TH                        ST,33.9357,-118.2717,310,90061
766,190128751,1,2019-12-07T00:00:00.000,1610,700 W  7TH                          ST,34.048,-118.2577,442,90017
767,190222915,2,2019-12-07T00:00:00.000,1510,400 S  OCCIDENTAL                   BL,34.0665,-118.2828,331,90057
768,190720490,7,2019-12-07T00:00:00.000,1110,4900 W  PICO                         BL,34.048,-118.3434,442,90019
769,192021068,20,2019-12-07T00:00:00.000,2155,100 S  NORMANDIE                    AV,34.0726,-118.3029,230,90004
770,192119539,21,2019-12-07T00:00:00.000,1700,23100    AVENUE SAN LUIS,34.1618,-118.6302,510,91364
771,192021066,20,2019-12-07T00:00:00.000,2300,3300 W  8TH                          ST,34.0577,-118.2998,230,90005
772,191901280,19,2019-12-07T00:00:00.000,1400,13800    SAYRE                        ST,34.3102,-118.4338,210,91342
773,190128757,1,2019-12-07T00:00:00.000,1530,4TH,34.0449,-118.2415,624,90013
774,191323511,13,2019-12-07T00:00:00.000,1210,HARBOR                       FY,34.0074,-118.2809,761,90037
775,190417699,4,2019-12-07T00:00:00.000,550,2800    WYNWOOD                      LN,34.025999999999996,-118.2162,901,90023
776,190819314,8,2019-12-07T00:00:00.000,1315,11300    SANTA MONICA                 BL,34.0465,-118.4484,624,90025
777,191824511,18,2019-12-07T00:00:00.000,1700,9500 S  CENTRAL                      AV,33.9503,-118.25399999999999,310,90002
778,190920957,9,2019-12-07T00:00:00.000,2200,6200    VAN NUYS                     BL,34.1831,-118.4523,745,91411
779,190519049,5,2019-12-07T00:00:00.000,500,1400    BRETT                        PL,33.7562,-118.3065,745,90732
780,191228428,12,2019-12-07T00:00:00.000,1725,900 W  59TH                         DR,33.9862,-118.2892,624,90044
781,190623440,6,2019-12-07T00:00:00.000,2030,5600 W  SUNSET                       BL,34.0981,-118.3113,480,90028
782,191521617,15,2019-12-07T00:00:00.000,1830,5600    CAHUENGA                     BL,34.1722,-118.3615,740,91601
783,191617321,16,2019-12-07T00:00:00.000,1830,ROSCOE,34.2215,-118.3703,230,91352
784,190623410,6,2019-12-07T00:00:00.000,215,5900    HOLLYWOOD                    BL,34.103,-118.3225,230,90028
785,190519058,5,2019-12-07T00:00:00.000,330,22200 S  NORMANDIE                    AV,33.8204,-118.3037,236,90501
786,190920918,9,2019-12-07T00:00:00.000,1700,14000    RIVERSIDE                    DR,34.1576,-118.43799999999999,341,91423
787,191617364,16,2019-12-07T00:00:00.000,1610,11000    GLENOAKS                     BL,34.2626,-118.4094,624,91331
788,190128778,1,2019-12-07T00:00:00.000,1430,300 S  SPRING                       ST,34.0503,-118.24700000000001,330,90013
789,192021071,20,2019-12-07T00:00:00.000,2130,2800    LEEWARD                      AV,34.0588,-118.2842,624,90005
790,190128764,1,2019-12-07T00:00:00.000,1945,GRAND,34.043,-118.2606,740,90015
791,192021098,20,2019-12-07T00:00:00.000,604,200 S  VERMONT                      AV,34.0709,-118.2941,740,90004
792,191617323,16,2019-12-07T00:00:00.000,1800,13200    DEL SUR                      ST,34.2828,-118.4228,930,91340
793,190920969,9,2019-12-07T00:00:00.000,800,5300    COLDWATER CANYON             AV,34.1666,-118.4138,440,91401
794,192119526,21,2019-12-07T00:00:00.000,1710,6400    DE SOTO                      AV,34.1865,-118.5886,440,91304
795,191617359,16,2019-12-07T00:00:00.000,1610,11000    GLENOAKS                     BL,34.2626,-118.4094,761,91331
796,190720576,7,2019-12-07T00:00:00.000,1745,ORLANDO                      AV,34.073,-118.3731,330,90048
797,191617344,16,2019-12-07T00:00:00.000,15,8600    MOREHART                     AV,34.2261,-118.3991,331,91352
798,190417711,4,2019-12-07T00:00:00.000,1545,1ST,34.0437,-118.2098,437,90033
799,190325995,3,2019-12-07T00:00:00.000,100,3300 W  43RD                         PL,34.0044,-118.3294,440,90008
800,190920929,9,2019-12-07T00:00:00.000,1645,6500 N  SEPULVEDA                    BL,34.1885,-118.4662,956,91411
801,191120531,11,2019-12-07T00:00:00.000,1220,1600    WESTERLY                     TR,34.0884,-118.2702,626,90026
802,190222955,2,2019-12-07T00:00:00.000,1550,11TH                         ST,34.0493,-118.2786,210,90006
803,190222926,2,2019-12-07T00:00:00.000,1430,PICO,34.0423,-118.2804,745,90015
804,191617298,16,2019-12-07T00:00:00.000,530,7700    VINELAND                     AV,34.2103,-118.3703,510,91352
805,190819313,8,2019-12-07T00:00:00.000,1500,1500    BROCKTON                     AV,34.0375,-118.4622,901,90025
806,191228485,12,2019-12-07T00:00:00.000,1615,8TH                          AV,33.9746,-118.3265,648,90043
807,190819325,8,2019-12-07T00:00:00.000,1300,11200 W  OLYMPIC                      BL,34.0363,-118.4446,440,90064
808,192119564,21,2019-12-07T00:00:00.000,1530,VANOWEN                      ST,34.1937,-118.6234,745,91307
809,191120567,11,2019-12-07T00:00:00.000,1800,4000    EAGLE ROCK                   BL,34.1201,-118.2289,330,90065
810,191323521,13,2019-12-07T00:00:00.000,2300,MAIN,34.0038,-118.274,946,90037
811,190623480,6,2019-12-07T00:00:00.000,1200,2100    VINE                         ST,34.1129,-118.32799999999999,664,90068
812,191018745,10,2019-12-07T00:00:00.000,100,15800    SATICOY                      ST,34.2085,-118.4771,330,91406
813,191425139,14,2019-12-07T00:00:00.000,2022,800    WASHINGTON                   BL,33.9879,-118.4527,761,90291
814,190326017,3,2019-12-07T00:00:00.000,2100,3600    7TH                          AV,34.023,-118.3248,510,90018
815,190222933,2,2019-12-07T00:00:00.000,1505,100 N  DILLON                       ST,34.0723,-118.2831,626,90057
816,192021051,20,2019-12-07T00:00:00.000,1200,2700    SAN MARINO                   ST,34.0564,-118.2879,420,90005
817,190417702,4,2019-12-07T00:00:00.000,800,3500    OPAL                         ST,34.0213,-118.2019,888,90023
818,191323482,13,2019-12-07T00:00:00.000,1500,3800    WALL                         ST,34.0128,-118.2712,745,90011
819,190819292,8,2019-12-07T00:00:00.000,400,11200 W  OLYMPIC                      BL,34.0363,-118.4446,740,90064
820,190501085,5,2019-12-07T00:00:00.000,2235,WATSON                       AV,33.7909,-118.2482,753,90744
821,192119553,21,2019-12-07T00:00:00.000,2000,8800    FARRALONE                    AV,34.2305,-118.6104,310,91304
822,190128741,1,2019-12-07T00:00:00.000,1000,400 S  HOPE                         ST,34.0522,-118.2538,440,90071
823,190519081,5,2019-12-07T00:00:00.000,1735,PACIFIC COAST                HY,33.7899,-118.2975,624,90710
824,191700966,17,2019-12-07T00:00:00.000,530,11900    DARBY                        AV,34.2891,-118.5392,310,91326
825,191323505,13,2019-12-07T00:00:00.000,35,CENTRAL                      AV,34.0039,-118.2565,437,90011
826,190519149,5,2019-12-07T00:00:00.000,1200,25200    VERMONT                      AV,33.7957,-118.2908,331,90710
827,191824555,18,2019-12-07T00:00:00.000,1800,10100    WILMINGTON                   AV,33.945,-118.23899999999999,510,90002
828,190920924,9,2019-12-07T00:00:00.000,2110,6700    VENTURA CANYON               AV,34.1923,-118.429,210,91401
829,191228429,12,2019-12-07T00:00:00.000,1700,2000 W  77TH                         ST,33.97,-118.3134,510,90047
830,190326020,3,2019-12-07T00:00:00.000,1950,24TH                         ST,34.034,-118.3133,745,90018
831,191425094,14,2019-12-07T00:00:00.000,1230,600    ROSE                         AV,33.9992,-118.47200000000001,740,90291
832,191617330,16,2019-12-07T00:00:00.000,1900,ROSCOE,34.2215,-118.3703,624,91352
833,190222922,2,2019-12-07T00:00:00.000,1830,6TH,34.0555,-118.2656,624,90017
