,dr_no,area,date_occ,time_occ,location,lat,lon,crm_cd,zipcode
2188,191425167,14,2019-12-04T00:00:00.000,1400,7000    LA TIJERA                    BL,33.9751,-118.3743,354,90045
2189,191920139,19,2019-12-04T00:00:00.000,1130,14000    COMMUNITY                    ST,34.2226,-118.4383,900,91402
2190,191018515,10,2019-12-04T00:00:00.000,1800,18300    VANOWEN                      ST,34.1939,-118.5317,442,91335
2191,190325827,3,2019-12-04T00:00:00.000,1615,3100 W  48TH                         ST,34.0,-118.3269,442,90043
2192,191920138,19,2019-12-04T00:00:00.000,1000,7800    CLEARFIELD                   AV,34.2117,-118.4345,662,91402
2193,191228244,12,2019-12-04T00:00:00.000,2235,6500 S  VICTORIA                     AV,33.9806,-118.3323,626,90043
2194,191018518,10,2019-12-04T00:00:00.000,700,7000    WOODLEY                      AV,34.1976,-118.4837,341,91406
2195,191424892,14,2019-12-04T00:00:00.000,1405,10900    PALMS                        BL,34.0265,-118.4184,341,90034
2196,190920796,9,2019-12-04T00:00:00.000,1825,6200    VAN NUYS                     BL,34.1831,-118.4523,900,91411
2197,191120499,11,2019-12-04T00:00:00.000,1426,4800 W  SUNSET                       BL,34.0982,-118.294,930,90027
2198,191323273,13,2019-12-04T00:00:00.000,300,300 E  WASHINGTON                   BL,34.03,-118.2624,420,90015
2199,190325752,3,2019-12-04T00:00:00.000,200,5400    HOMESIDE                     AV,34.0273,-118.3622,900,90016
2200,191521634,15,2019-12-04T00:00:00.000,1340,12600    WELBY                        WY,34.1922,-118.4072,330,91606
2201,192000980,20,2019-12-04T00:00:00.000,1730,2800    LEEWARD                      AV,34.0588,-118.2842,330,90005
2202,190222766,2,2019-12-04T00:00:00.000,1300,1800 W  5TH                          ST,34.0588,-118.2706,236,90057
2203,190623380,6,2019-12-04T00:00:00.000,1200,6200    QUEBEC                       DR,34.1129,-118.32799999999999,354,90068
2204,190623374,6,2019-12-04T00:00:00.000,420,2100    BEECH KNOLL                  RD,34.1099,-118.3756,664,90046
2205,190128554,1,2019-12-04T00:00:00.000,1750,400    ORD                          ST,34.0604,-118.2393,230,90012
2206,191424940,14,2019-12-04T00:00:00.000,1640,4600    LINCOLN                      BL,33.9815,-118.44,740,90292
2207,190222828,2,2019-12-04T00:00:00.000,1610,1400    ALLISON                      AV,34.0735,-118.2526,745,90026
2208,191323323,13,2019-12-04T00:00:00.000,1500,28TH                         ST,34.0219,-118.2571,740,90011
2209,190819124,8,2019-12-04T00:00:00.000,1200,2900    QUEENSBURY                   DR,34.0395,-118.4057,310,90064
2210,191718952,17,2019-12-04T00:00:00.000,1540,9000    RESEDA                       BL,34.2337,-118.5361,354,91324
2211,191521555,15,2019-12-04T00:00:00.000,1930,11100    WEDDINGTON                   ST,34.167,-118.3724,420,91601
2212,190819119,8,2019-12-04T00:00:00.000,1130,9600 W  PICO                         BL,34.0552,-118.3979,664,90035
2213,190222774,2,2019-12-04T00:00:00.000,1450,4600    SANTA MONICA                 BL,34.0909,-118.2893,236,90029
2214,191424933,14,2019-12-04T00:00:00.000,1305,7400 W  81ST                         ST,33.963,-118.4264,320,90045
2215,191323370,13,2019-12-04T00:00:00.000,2320,CENTRAL                      AV,34.0233,-118.2516,330,90011
2216,190222856,2,2019-12-04T00:00:00.000,2130,1400 S  UNION                        AV,34.0423,-118.2804,626,90015
2217,191920133,19,2019-12-04T00:00:00.000,1400,14600    NORDHOFF                     ST,34.2354,-118.4502,626,91402
2218,190518966,5,2019-12-04T00:00:00.000,1720,300 W  SEPULVEDA                    ST,33.7451,-118.2835,230,90731
2219,190920764,9,2019-12-04T00:00:00.000,1210,14600    SATICOY                      ST,34.2085,-118.4504,745,91405
2220,191617237,16,2019-12-04T00:00:00.000,2145,8000    GROVE                        ST,34.2706,-118.3071,624,91040
2222,191424891,14,2019-12-04T00:00:00.000,1000,3700    GREENFIELD                   AV,34.0167,-118.4183,230,90034
2223,191228228,12,2019-12-04T00:00:00.000,1920,8300 S  HOOVER                       ST,33.9632,-118.2871,437,90044
2224,190128548,1,2019-12-04T00:00:00.000,540,00    GATEWAY PLAZA                DR,34.0551,-118.2323,888,90012
2225,190920792,9,2019-12-04T00:00:00.000,1505,14600    TUSTIN                       ST,34.1467,-118.4538,900,91403
2226,190325826,3,2019-12-04T00:00:00.000,2110,5400    HOMESIDE                     AV,34.0273,-118.3622,901,90016
2227,190128566,1,2019-12-04T00:00:00.000,2230,7TH,34.0487,-118.2588,480,90017
2228,191228164,12,2019-12-04T00:00:00.000,1200,7800 S  VERMONT                      AV,33.9688,-118.2914,740,90044
2229,191120414,11,2019-12-04T00:00:00.000,30,3100 N  SAN FERNANDO                 RD,34.1149,-118.2458,310,90065
2230,192020939,20,2019-12-04T00:00:00.000,1645,100 N  ALEXANDRIA                   AV,34.0728,-118.2984,740,90004
2231,191424882,14,2019-12-04T00:00:00.000,700,5400 W  CENTURY                      BL,33.9454,-118.375,310,90045
2232,191718936,17,2019-12-04T00:00:00.000,530,17400    CHATSWORTH                   ST,34.2649,-118.5132,330,91344
2233,190720583,7,2019-12-04T00:00:00.000,1800,MELROSE                      AV,34.0837,-118.3703,330,90046
2234,190128739,1,2019-12-04T00:00:00.000,700,1400 S  FLOWER                       ST,34.0388,-118.2676,624,90015
2235,190128567,1,2019-12-04T00:00:00.000,200,BERNARD                      ST,34.0673,-118.2372,740,90012
2236,190128472,1,2019-12-04T00:00:00.000,400,3RD,34.0473,-118.2425,745,90013
2237,191521522,15,2019-12-04T00:00:00.000,1600,BELLINGHAM                   AV,34.194,-118.3986,349,91606
2238,190623299,6,2019-12-04T00:00:00.000,1315,5700    HOLLYWOOD                    BL,34.1038,-118.3151,888,90028
2239,191521515,15,2019-12-04T00:00:00.000,1515,5200    BAKMAN                       AV,34.1649,-118.3774,624,91601
2240,190417671,4,2019-12-04T00:00:00.000,1600,4700    KLAMATH                      ST,34.0802,-118.1848,624,90032
2241,191424942,14,2019-12-04T00:00:00.000,1245,7100 W  MANCHESTER                   AV,33.9598,-118.4167,440,90045
2242,190920782,9,2019-12-04T00:00:00.000,1215,6600    VAN NUYS                     BL,34.1903,-118.4574,442,91411
2243,191700960,17,2019-12-04T00:00:00.000,1715,15800    NAPA                         ST,34.2265,-118.4764,310,91343
2245,191824387,18,2019-12-04T00:00:00.000,700,11200    MONITOR                      AV,33.933,-118.2405,624,90059
2246,190623330,6,2019-12-04T00:00:00.000,1850,1300 N  GORDON                       ST,34.0944,-118.3201,740,90038
2247,190920789,9,2019-12-04T00:00:00.000,1830,14100    ERWIN                        ST,34.1837,-118.44,740,91401
2248,190601329,6,2019-12-04T00:00:00.000,2315,SUNSET                       BL,34.098,-118.338,330,90028
2249,191718983,17,2019-12-04T00:00:00.000,1330,9000    VANALDEN                     AV,34.2341,-118.5493,888,91324
2250,191228381,12,2019-12-04T00:00:00.000,608,5400    5TH                          AV,33.9932,-118.3225,310,90043
2251,191228177,12,2019-12-04T00:00:00.000,1100,600 W  53RD                         ST,33.9942,-118.2842,626,90037
2252,190128555,1,2019-12-04T00:00:00.000,2035,800 N  ALAMEDA                      ST,34.0563,-118.2374,440,90012
2253,190417669,4,2019-12-04T00:00:00.000,1800,200 N  AVENUE 25,34.0781,-118.2181,624,90031
2254,191228193,12,2019-12-04T00:00:00.000,1220,700 W  82ND                         ST,33.9661,-118.2849,930,90044
2255,192020929,20,2019-12-04T00:00:00.000,1315,300 S  ALEXANDRIA                   AV,34.0691,-118.2979,330,90004
2256,190325829,3,2019-12-04T00:00:00.000,1900,43RD,34.0055,-118.2915,510,90037
2257,191228241,12,2019-12-04T00:00:00.000,2351,2100 W  CENTURY                      BL,33.9486,-118.3094,930,90047
2258,190720397,7,2019-12-03T00:00:00.000,1505,5700 W  18TH                         ST,34.0469,-118.36399999999999,440,90019
2259,190720413,7,2019-12-03T00:00:00.000,2000,SAINT CHARLES                PL,34.0429,-118.3329,331,90019
2260,190720342,7,2019-12-03T00:00:00.000,1930,6300 W  3RD                          ST,34.0735,-118.3571,850,90036
2261,191424858,14,2019-12-03T00:00:00.000,1610,MARKET,33.9877,-118.4738,624,90291
2262,190819099,8,2019-12-03T00:00:00.000,100,SAWTELLE,34.0471,-118.449,440,90025
2263,191228176,12,2019-12-03T00:00:00.000,2030,600 W  VERNON                       AV,34.0038,-118.2842,236,90037
2264,190128430,1,2019-12-03T00:00:00.000,1145,600 N  FIGUEROA                     ST,34.0627,-118.2463,210,90012
2265,190128433,1,2019-12-03T00:00:00.000,1430,6TH                          ST,34.0423,-118.2452,745,90014
2266,191228044,12,2019-12-03T00:00:00.000,845,54TH                         ST,33.9932,-118.3247,510,90043
2267,191824275,18,2019-12-03T00:00:00.000,1510,10500 S  VERMONT                      AV,33.9407,-118.2916,627,90044
2268,190128463,1,2019-12-03T00:00:00.000,1915,700 S  FLOWER                       ST,34.0487,-118.2588,330,90017
2269,191323353,13,2019-12-03T00:00:00.000,1900,1400 E  21ST                         ST,34.021,-118.2498,341,90011
2270,191824264,18,2019-12-03T00:00:00.000,1040,700 W  142ND                        ST,33.9029,-118.2872,230,90247
2271,191018461,10,2019-12-03T00:00:00.000,227,7700    HASKELL                      AV,34.2103,-118.4749,440,91406
2272,191018480,10,2019-12-03T00:00:00.000,940,6400    LINDLEY                      AV,34.1866,-118.5273,624,91335
2273,190819125,8,2019-12-03T00:00:00.000,1655,10300    LORENZO                      DR,34.04,-118.4063,310,90064
2274,191323210,13,2019-12-03T00:00:00.000,400,61ST                         ST,33.9842,-118.28,420,90003
2275,191824286,18,2019-12-03T00:00:00.000,1720,600 W  87TH                         ST,33.9587,-118.2847,624,90044
2276,191424870,14,2019-12-03T00:00:00.000,520,CENTURY                      BL,33.949,-118.3744,647,90045
2277,191120319,11,2019-12-03T00:00:00.000,945,5100    LINCOLN                      AV,34.1202,-118.205,626,90042
2278,191323208,13,2019-12-03T00:00:00.000,1030,1400 E  25TH                         ST,34.0172,-118.2442,930,90011
2279,190920840,9,2019-12-03T00:00:00.000,730,14900    VALERIO                      ST,34.2048,-118.4575,510,91405
2280,191120565,11,2019-12-03T00:00:00.000,1830,RIVERSIDE,34.0859,-118.23100000000001,331,90031
2281,190920766,9,2019-12-03T00:00:00.000,1900,14600    SYLVAN                       ST,34.1847,-118.4509,330,91411
2282,191228126,12,2019-12-03T00:00:00.000,1700,1000 W  84TH                         ST,33.9628,-118.2919,310,90044
2283,192119464,21,2019-12-03T00:00:00.000,1700,22700    DEL VALLE                    ST,34.166,-118.6203,330,91364
2284,191120404,11,2019-12-03T00:00:00.000,1800,2000    CERRO GORDO                  ST,34.0927,-118.2526,310,90039
2285,191018636,10,2019-12-03T00:00:00.000,1200,4900    CHIMINEAS                    AV,34.1589,-118.5289,354,91356
2286,191323239,13,2019-12-03T00:00:00.000,2230,1200 S  NAOMI                        AV,34.0287,-118.2435,745,90021
2287,190819146,8,2019-12-03T00:00:00.000,2340,2800    REYNIER                      AV,34.0359,-118.3859,330,90034
2288,190101030,1,2019-12-03T00:00:00.000,20,6TH,34.0412,-118.2436,210,90021
2289,191718934,17,2019-12-03T00:00:00.000,2300,17000    SAN JOSE                     ST,34.2612,-118.5023,330,91344
2290,190417578,4,2019-12-03T00:00:00.000,1830,MATHEWS,34.0388,-118.1987,210,90063
2291,190720392,7,2019-12-03T00:00:00.000,2230,100 S  WETHERLY                     DR,34.0753,-118.3887,331,90048
2292,192020842,20,2019-12-03T00:00:00.000,740,VERMONT                      AV,34.0652,-118.2878,230,90020
2293,190623282,6,2019-12-03T00:00:00.000,530,5900    WILLOUGHBY                   AV,34.0889,-118.3277,331,90038
2294,191228118,12,2019-12-03T00:00:00.000,1330,BROADWAY                     ST,33.9601,-118.2782,761,90003
2295,190920744,9,2019-12-03T00:00:00.000,2200,15000    SHERMAN                      WY,34.2012,-118.4596,510,91405
2296,191617346,16,2019-12-03T00:00:00.000,2000,TERRA BELLA                  ST,34.257,-118.4201,745,91331
2297,190325791,3,2019-12-03T00:00:00.000,2200,2900    12TH                         AV,34.0295,-118.3317,510,90018
2298,191617251,16,2019-12-03T00:00:00.000,2200,FOOTHILL                     BL,34.2794,-118.4002,510,91342
2299,190128462,1,2019-12-03T00:00:00.000,2000,4TH,34.0433,-118.2381,330,90013
2300,190325804,3,2019-12-03T00:00:00.000,1010,3700    SANTA ROSALIA                DR,34.0072,-118.3373,350,90008
2301,191617181,16,2019-12-03T00:00:00.000,1015,8700    GLENOAKS                     BL,34.2274,-118.3641,662,91352
2302,191617185,16,2019-12-03T00:00:00.000,1800,8400    GLENCREST                    DR,34.2233,-118.3585,310,91352
2303,191824273,18,2019-12-03T00:00:00.000,1510,10500 S  VERMONT                      AV,33.9407,-118.2916,624,90044
2304,191718990,17,2019-12-03T00:00:00.000,1545,9300    TAMPA                        AV,34.244,-118.5583,330,91324
2305,191521489,15,2019-12-03T00:00:00.000,1713,BAKMAN                       AV,34.167,-118.3774,341,91601
2306,190128413,1,2019-12-03T00:00:00.000,850,600 S  FIGUEROA                     ST,34.0509,-118.2585,440,90017
2307,191228145,12,2019-12-03T00:00:00.000,2300,SLAUSON                      AV,33.9892,-118.3089,820,90062
2308,190720428,7,2019-12-03T00:00:00.000,2000,4800    MASCOT                       ST,34.0409,-118.3434,745,90019
2309,191824240,18,2019-12-03T00:00:00.000,600,400 E  94TH                         ST,33.9511,-118.2673,626,90003
2310,190325834,3,2019-12-03T00:00:00.000,1555,600 W  34TH                         ST,34.0212,-118.2805,341,90007
2311,191424835,14,2019-12-03T00:00:00.000,1200,13000    VENICE                       BL,33.9994,-118.44200000000001,341,90066
2312,191323213,13,2019-12-03T00:00:00.000,845,22ND                         ST,34.0168,-118.2396,740,90058
2313,190128424,1,2019-12-03T00:00:00.000,845,12TH                         ST,34.0395,-118.2617,330,90015
2314,190128393,1,2019-12-03T00:00:00.000,1203,1400 S  LOS ANGELES                  ST,34.0347,-118.2602,740,90015
2315,190623225,6,2019-12-03T00:00:00.000,1715,LA MIRADA,34.0935,-118.3245,624,90038
2316,190623292,6,2019-12-03T00:00:00.000,1700,8100    AMOR                         RD,34.1202,-118.3751,420,90046
2317,190920698,9,2019-12-03T00:00:00.000,500,14400    SHERMAN                      WY,34.205999999999996,-118.4445,510,91405
2318,190720334,7,2019-12-03T00:00:00.000,1315,1000 S  ORANGE GROVE                 AV,34.0579,-118.3627,624,90036
2319,190518941,5,2019-12-03T00:00:00.000,2300,1600    WILMINGTON                   BL,33.7951,-118.2752,626,90744
2320,191228245,12,2019-12-03T00:00:00.000,917,SLAUSON                      AV,33.989000000000004,-118.3308,624,90043
2321,191424973,14,2019-12-03T00:00:00.000,2300,12700    WASHINGTON                   PL,33.9989,-118.4369,230,90066
2322,191120337,11,2019-12-03T00:00:00.000,1535,FIGUEROA                     ST,34.0839,-118.2224,442,90065
2323,191718914,17,2019-12-03T00:00:00.000,1430,17200    FLANDERS                     ST,34.2802,-118.5082,888,91344
2324,191323250,13,2019-12-03T00:00:00.000,1800,6000 S  MAIN                         ST,33.9852,-118.2739,510,90003
2325,191228190,12,2019-12-03T00:00:00.000,1200,5200 S  WESTERN                      AV,33.9951,-118.3089,354,90062
2326,190518968,5,2019-12-03T00:00:00.000,2300,1600    WILMINGTON                   BL,33.7951,-118.2752,626,90744
2327,191323316,13,2019-12-03T00:00:00.000,2000,17TH                         ST,34.0242,-118.2471,510,90021
2328,191501421,15,2019-12-03T00:00:00.000,2120,5300    LAUREL CANYON                BL,34.1685,-118.4008,740,91607
2329,190920810,9,2019-12-03T00:00:00.000,810,6800    HAZELTINE                    AV,34.1976,-118.4443,440,91405
2330,190920859,9,2019-12-03T00:00:00.000,1000,15000    VANOWEN                      ST,34.1939,-118.4596,420,91405
2331,190623398,6,2019-12-03T00:00:00.000,730,CHEROKEE,34.1032,-118.3348,510,90028
2332,191301096,13,2019-12-03T00:00:00.000,1700,AGATHA                       ST,34.0378,-118.2456,230,90021
2333,191120309,11,2019-12-03T00:00:00.000,900,2400    LOY                          LN,34.1379,-118.2196,420,90041
2334,190819098,8,2019-12-03T00:00:00.000,1605,16500    VIA FLORESTA,34.0622,-118.5431,310,90272
2335,191424977,14,2019-12-03T00:00:00.000,1900,5700 W  CENTINELA                    AV,33.9765,-118.381,510,90056
2336,190222728,2,2019-12-03T00:00:00.000,1715,1700 W  6TH                          ST,34.0573,-118.2699,440,90017
2337,190623162,6,2019-12-03T00:00:00.000,343,1000 N  SYCAMORE                     AV,34.0889,-118.3428,230,90038
2338,191617243,16,2019-12-03T00:00:00.000,2000,COMMERCE                     AV,34.248000000000005,-118.2886,330,91042
2339,192119392,21,2019-12-03T00:00:00.000,2020,6000    WEEPING BANYAN               LN,34.1803,-118.61399999999999,310,91367
2340,190518923,5,2019-12-03T00:00:00.000,915,700 W  3RD                          ST,33.7415,-118.2923,420,90731
2341,191228138,12,2019-12-03T00:00:00.000,1630,1900 W  85TH                         ST,33.9609,-118.3112,510,90047
2342,190623445,6,2019-12-03T00:00:00.000,1600,1700    CAMINO PALMERO,34.1016,-118.35,341,90046
2344,191120301,11,2019-12-03T00:00:00.000,930,2000 N  FIGUEROA                     ST,34.0814,-118.2257,420,90065
2345,191323276,13,2019-12-03T00:00:00.000,2030,600 E  27TH                         ST,34.0242,-118.2623,626,90011
2346,191521487,15,2019-12-03T00:00:00.000,2230,LANKERSHIM,34.1667,-118.3702,860,91601
2347,190720298,7,2019-12-03T00:00:00.000,250,1700 S  LA BREA                      AV,34.0442,-118.346,210,90019
2348,191521523,15,2019-12-03T00:00:00.000,1430,7300    BAKMAN                       AV,34.203,-118.3779,440,91352
2349,190920773,9,2019-12-03T00:00:00.000,1350,4200    DIXIE CANYON                 AV,34.147,-118.4249,930,91423
2350,191718923,17,2019-12-03T00:00:00.000,1815,19000    ECCLES                       ST,34.2237,-118.54700000000001,624,91324
2351,192020931,20,2019-12-03T00:00:00.000,1400,NORMANDIE,34.0618,-118.3004,662,90005
2352,190222701,2,2019-12-03T00:00:00.000,810,400 S  UNION                        AV,34.0596,-118.2701,740,90057
2353,190128631,1,2019-12-03T00:00:00.000,600,500 S  BROADWAY,34.0481,-118.2507,740,90013
2354,190301107,3,2019-12-03T00:00:00.000,1050,3800    STEVELY                      AV,34.0183,-118.3536,626,90016
2355,190720294,7,2019-12-03T00:00:00.000,200,2100 S  RIDGELEY                     DR,34.0387,-118.3594,510,90016
2356,190222720,2,2019-12-03T00:00:00.000,1900,800 S  CARONDELET                   ST,34.0568,-118.2821,510,90057
2357,191228112,12,2019-12-03T00:00:00.000,1350,54TH                         ST,33.9932,-118.2915,761,90037
2358,192020879,20,2019-12-03T00:00:00.000,1515,3100 W  PICO                         BL,34.0506,-118.3127,624,90019
2359,190920988,9,2019-12-03T00:00:00.000,1700,7200    HAZELTINE                    AV,34.2012,-118.44,235,91405
2360,191228098,12,2019-12-03T00:00:00.000,1050,VERMONT,33.9799,-118.2918,230,90044
2361,190128435,1,2019-12-03T00:00:00.000,1210,7TH                          ST,34.0473,-118.2566,624,90017
2362,192119389,21,2019-12-03T00:00:00.000,2330,22000    ROSCOE                       BL,34.2197,-118.60600000000001,440,91304
2363,190623287,6,2019-12-03T00:00:00.000,1940,5400    HAROLD                       WY,34.0994,-118.3077,341,90027
2364,190518972,5,2019-12-03T00:00:00.000,800,600 W  E                            ST,33.7753,-118.2686,310,90744
2365,190819097,8,2019-12-03T00:00:00.000,1845,10500    ROUNTREE                     RD,34.0408,-118.4179,510,90064
2366,191228139,12,2019-12-03T00:00:00.000,2000,800 W  80TH                         ST,33.9667,-118.2871,510,90044
2367,191521496,15,2019-12-03T00:00:00.000,1900,12300    BURBANK                      BL,34.1722,-118.4012,510,91607
2368,190819050,8,2019-12-03T00:00:00.000,115,1500 S  ROBERTSON                    BL,34.0521,-118.3864,310,90035
2369,191401094,14,2019-12-03T00:00:00.000,2000,7100    LA TIJERA                    BL,33.974000000000004,-118.3755,440,90045
2370,190325765,3,2019-12-03T00:00:00.000,1130,600    CHILDS                       WY,34.0189,-118.2819,480,90007
2371,190417651,4,2019-12-03T00:00:00.000,720,3500 N  BROADWAY,34.0812,-118.2032,740,90031
2372,190325810,3,2019-12-03T00:00:00.000,1000,4200    2ND                          AV,34.0073,-118.3193,310,90008
2373,190128517,1,2019-12-03T00:00:00.000,1740,6TH,34.0481,-118.2542,860,90014
2374,190519137,5,2019-12-03T00:00:00.000,800,1500    PLAZA DEL AMO,33.8214,-118.3037,354,90501
2375,190222735,2,2019-12-03T00:00:00.000,1700,3100    MARATHON                     ST,34.0811,-118.2763,420,90026
2376,190222685,2,2019-12-03T00:00:00.000,700,600    HELIOTROPE                   DR,34.0812,-118.2953,310,90004
2377,191824315,18,2019-12-03T00:00:00.000,1845,FIGUEROA,33.9092,-118.2827,510,90061
2378,190222703,2,2019-12-03T00:00:00.000,1340,ALVARADO,34.0423,-118.2804,230,90015
2379,191424046,14,2019-12-03T00:00:00.000,1350,12400    FIELDING                     CI,33.979,-118.4116,310,90094
2380,191719135,17,2019-12-03T00:00:00.000,1800,9200    RESEDA                       BL,34.2373,-118.5361,420,91324
2381,190623233,6,2019-12-03T00:00:00.000,2130,5400 W  SUNSET                       BL,34.1,-118.3113,210,90028
2382,191718918,17,2019-12-03T00:00:00.000,1230,9900    TAMPA                        AV,34.25,-118.5536,624,91324
2383,191617279,16,2019-12-03T00:00:00.000,650,LAUREL CANYON                BL,34.2409,-118.4132,740,91331
2384,191501423,15,2019-12-03T00:00:00.000,2100,KLUMP                        AV,34.1667,-118.3702,930,91601
2385,191719108,17,2019-12-03T00:00:00.000,1500,12000    DUNBLANE                     AV,34.2909,-118.5466,354,91326
2386,191323363,13,2019-12-03T00:00:00.000,1400,3400 S  GRAND                        AV,34.0202,-118.2761,331,90007
2387,192119355,21,2019-12-03T00:00:00.000,800,21000    VALERIO                      ST,34.2047,-118.5906,510,91303
2388,191920109,19,2019-12-03T00:00:00.000,2145,VAN NUYS,34.2386,-118.4464,250,91402
2389,190222753,2,2019-12-03T00:00:00.000,2100,ELLETT                       PL,34.0819,-118.2723,745,90026
2390,191824290,18,2019-12-03T00:00:00.000,1720,600 W  87TH                         ST,33.9587,-118.2847,624,90044
2391,190325735,3,2019-12-03T00:00:00.000,1855,FLOWER                       ST,34.0236,-118.2773,522,90007
2392,190222722,2,2019-12-03T00:00:00.000,1700,900    MALTMAN                      AV,34.0853,-118.2804,510,90026
2393,190518946,5,2019-12-03T00:00:00.000,1720,1000    SANFORD                      AV,33.7835,-118.2505,510,90744
2394,191824392,18,2019-12-03T00:00:00.000,2150,500    ATHENS                       BL,33.921,-118.2836,440,90044
2395,190701053,7,2019-12-03T00:00:00.000,1600,900 N  LA BREA                      AV,34.0846,-118.3464,420,90046
2396,191718932,17,2019-12-03T00:00:00.000,1825,10000    LURLINE                      AV,34.2536,-118.5913,331,91311
2397,191920136,19,2019-12-03T00:00:00.000,2200,LA MESA                      ST,34.3079,-118.4739,330,91342
2398,191521510,15,2019-12-03T00:00:00.000,2100,KLUMP                        AV,34.1667,-118.3702,930,91601
2399,191323297,13,2019-12-03T00:00:00.000,2019,SLAUSON,33.9896,-118.2401,624,90058
2400,192021058,20,2019-12-03T00:00:00.000,900,W  3RD                          ST,34.0691,-118.2917,440,90004
2401,192000979,20,2019-12-03T00:00:00.000,1200,700 S  CATALINA                     ST,34.0598,-118.2979,627,90005
2402,190222755,2,2019-12-03T00:00:00.000,1930,200 N  RAMPART                      BL,34.071,-118.2759,624,90026
2403,190819190,8,2019-12-03T00:00:00.000,508,1800    SAWTELLE                     BL,34.0439,-118.4462,310,90025
2404,190720332,7,2019-12-03T00:00:00.000,800,20TH                         ST,34.0394,-118.348,330,90016
2405,191228070,12,2019-12-03T00:00:00.000,100,FLORENCE,33.9748,-118.2614,330,90001
2406,190325899,3,2019-12-03T00:00:00.000,2200,1800 W  ADAMS                        BL,34.0349,-118.3046,330,90018
2407,190128505,1,2019-12-03T00:00:00.000,1755,5TH,34.0454,-118.2466,648,90013
2408,191323240,13,2019-12-03T00:00:00.000,2300,300 E  55TH                         ST,33.9925,-118.2701,510,90011
2409,191018471,10,2019-12-03T00:00:00.000,900,17900    SHERMAN                      WY,34.201,-118.5229,740,91335
2410,190128448,1,2019-12-03T00:00:00.000,1700,5TH                          ST,34.0442,-118.2439,940,90013
2411,191718930,17,2019-12-03T00:00:00.000,2300,17000    SAN JOSE                     ST,34.2612,-118.5023,420,91344
2412,190325745,3,2019-12-03T00:00:00.000,2230,WESTERN                      AV,34.0215,-118.2868,220,90089
2413,191718985,17,2019-12-03T00:00:00.000,1800,12100    BEAUFAIT                     AV,34.2929,-118.5386,310,91326
2414,191521491,15,2019-12-03T00:00:00.000,2340,5100    STROHM                       AV,34.1631,-118.3593,888,91601
2415,190325741,3,2019-12-03T00:00:00.000,525,2900 W  VERNON                       AV,34.0074,-118.329,330,90008
2416,192119545,21,2019-12-03T00:00:00.000,2120,8500    REMMET                       AV,34.2247,-118.601,440,91304
2417,191501420,15,2019-12-03T00:00:00.000,2135,SHERMAN                      WY,34.2045,-118.39200000000001,480,91605
2418,191018633,10,2019-12-03T00:00:00.000,1630,16700    LA MAIDA                     ST,34.161,-118.4971,510,91436
2420,190128418,1,2019-12-03T00:00:00.000,942,700 S  GRAND                        AV,34.0473,-118.2566,442,90017
2421,191323331,13,2019-12-03T00:00:00.000,1400,4200    SAN PEDRO                    PL,34.0083,-118.2719,740,90011
2422,190720331,7,2019-12-03T00:00:00.000,1745,8400    MELROSE                      PL,34.0835,-118.3734,330,90069
2423,190326014,3,2019-12-03T00:00:00.000,2100,3500 S  FIGUEROA                     ST,34.0204,-118.2809,662,90037
2424,191824353,18,2019-12-03T00:00:00.000,2130,1100 E  105TH                        ST,33.941,-118.2565,624,90002
2425,190325811,3,2019-12-03T00:00:00.000,2000,4000    GELBER                       PL,34.0133,-118.3486,480,90008
2426,191824317,18,2019-12-03T00:00:00.000,1800,2200 E  IMPERIAL                     HY,33.9327,-118.2351,330,90059
2427,190720582,7,2019-12-03T00:00:00.000,2000,MULLEN                       AV,34.0507,-118.335,330,90019
2428,191120363,11,2019-12-03T00:00:00.000,730,2700    GLENVIEW                     AV,34.106,-118.2508,900,90039
2429,191018472,10,2019-12-03T00:00:00.000,1400,18500    SHERMAN                      WY,34.2048,-118.54,662,91335
2431,191824291,18,2019-12-03T00:00:00.000,1720,600 W  87TH                         ST,33.9587,-118.2847,624,90044
2432,191424820,14,2019-12-03T00:00:00.000,142,85TH                         ST,33.9612,-118.4044,440,90045
2433,190920738,9,2019-12-03T00:00:00.000,1750,6800    HAZELTINE                    AV,34.1939,-118.44,901,91405
2434,190417561,4,2019-12-03T00:00:00.000,1530,3000 N  BROADWAY,34.0762,-118.2119,442,90031
2435,191424875,14,2019-12-03T00:00:00.000,1900,LINCOLN                      BL,34.0008,-118.4667,626,90291
2436,190720459,7,2019-12-03T00:00:00.000,1430,RIMPAU                       BL,34.0399,-118.3435,664,90016
2437,190325816,3,2019-12-03T00:00:00.000,2045,4400    DON MILAGRO                  DR,34.0067,-118.3511,420,90008
2438,190819142,8,2019-12-03T00:00:00.000,1700,11200    MONTANA                      AV,34.069,-118.4586,341,90049
2439,190920737,9,2019-12-03T00:00:00.000,2100,VESPER                       ST,34.1523,-118.4509,230,91403
2440,190623207,6,2019-12-03T00:00:00.000,1130,5300 W  SUNSET                       BL,34.0999,-118.3038,236,90027
2441,191424853,14,2019-12-03T00:00:00.000,1700,3500    KELTON                       AV,34.0221,-118.4166,510,90034
2442,190128456,1,2019-12-03T00:00:00.000,1935,9TH,34.0444,-118.2593,624,90015
2443,190819126,8,2019-12-03T00:00:00.000,1430,1000 N  BUNDY                        DR,34.0782,-118.4814,310,90049
