location_name,locationtype,geolat,geolong,zip
Venice Beach,Beaches,33.985013,-118.474064,90291
Cabrillo Beach,Beaches,33.711229,-118.283406,90731
Griffith Park Boys Camp,Camps,34.139017,-118.298335,90027
Otis Wallace Children's Campground,Camps,34.26571,-118.3955,91342
Griffith Park - Hollywoodland Girls Camp,Camps,34.125465,-118.314396,90068
Camp Seely,Camps,34.253866,-117.302884,92325
Hermon / Arroyo Seco Dog Park,Dog Parks,34.107407,-118.185319,90042
Runyon Canyon Dog Park,Dog Parks,34.10530646,-118.3488732,90046
Westminster Dog Park,Dog Parks,33.990323,-118.473283,90291
Griffith Park Dog Park,Dog Parks,34.155503,-118.286021,90027
Laurel Canyon Dog Park,Dog Parks,34.122195,-118.378066,90046
Sepulveda Basin Dog Park,Dog Parks,34.185944,-118.515152,91406
Silver Lake Dog Park,Dog Parks,34.092198,-118.264594,90026
Whitnall Dog Park,Dog Parks,34.1760477,-118.3624611,91601
Barrington Dog Park,Dog Parks,34.062494,-118.467569,90049
L.A. Equestrian Center,Equestrian Centers,34.160704,-118.310131,91506
Stetson Ranch Park,Equestrian Centers,34.324324,-118.477802,91342
Hansen Dam - Gabrielino Equestrian Center,Equestrian Centers,34.271,-118.368743,91342
Aliso Canyon Park Equestrian Center,Equestrian Centers,34.27891,-118.526823,91326
Griffith Observatory,Free Wi-Fi Hot Spots,34.118429,-118.300374,90027
Reseda Recreation Center,Free Wi-Fi Hot Spots,34.186871,-118.533699,91335
Echo Park Recreation Center,Free Wi-Fi Hot Spots,34.069801,-118.260119,90026
Cabrillo Beach,Free Wi-Fi Hot Spots,33.711229,-118.283406,90731
Pershing Square,Free Wi-Fi Hot Spots,34.04856,-118.25348,90012
Venice Beach Recreation Area,Free Wi-Fi Hot Spots,33.985826,-118.472771,90291
Drew St,Gardens,34.119958,-118.242682,90065
El Sereno Community Garden,Gardens,34.092346,-118.161574,90032
Solano Canyon Community Garden,Gardens,34.075292,-118.231559,90012
Sepulveda Garden Center,Gardens,34.165368,-118.495504,91406
Watts Rose Garden,Gardens,33.94576539,-118.2439527,90002
Ocean View Farms Community Garden,Gardens,34.014234,-118.441219,90066
Brand Park Memory Garden,Gardens,34.2724,-118.46206,91345
Orcutt Ranch Horticultural Center & Community Garden,Gardens,34.21892526,-118.6410835,91304
Rose Hill Park Community Garden,Gardens,34.090977,-118.193047,90032
Exposition Park Rose Garden,Gardens,34.017727,-118.286074,90037
Rancho Park 3-Par Golf Course,Golf Courses,34.04737,-118.414689,90064
Tregnan Golf Academy,Golf Courses,34.121156,-118.275261,90027
Hansen Dam Golf Course,Golf Courses,34.258801,-118.395868,91331
Harbor Park Golf Course,Golf Courses,33.787333,-118.282907,90744
Harding Golf Course,Golf Courses,34.144505,-118.289258,90027
Penmar Golf Course,Golf Courses,34.00644708,-118.4583439,90291
Encino 18-Hole Golf Course,Golf Courses,34.169876,-118.497232,91436
Los Feliz 3-Par Golf Course,Golf Courses,34.12330116,-118.269339,90039
Rancho Park 18-Hole Golf Course,Golf Courses,34.045022,-118.418289,90064
Roosevelt 9-Hole Golf Course,Golf Courses,34.118472,-118.29388,90027
Woodley Lakes Golf Course,Golf Courses,34.183969,-118.491937,91406
Balboa 18-Hole Golf Course,Golf Courses,34.170607,-118.497806,91436
Armand Hammer / Holmby Pitch and Putt Golf Course,Golf Courses,34.07294331,-118.4293956,90024
Golf Reservations--All Courses,Golf Courses,34.13325553,-118.2728568,90039
Wilson Golf Course,Golf Courses,34.143758,-118.289517,90027
Limekiln Canyon Park,Hiking Trails,34.284817,-118.563025,91326
Aliso Canyon Park,Hiking Trails,34.27891,-118.526823,91326
Jim Gilliam Park,Hiking Trails,34.011922,-118.351674,90008
Ernest E. Debs Regional Park,Hiking Trails,34.095367,-118.190495,90032
Griffith Park,Hiking Trails,34.1182,-118.272105,90027
Runyon Canyon Park,Hiking Trails,34.10530646,-118.3488732,90046
North Hollywood Park,Hiking Trails,34.1679113,-118.3798722,91601
Van Nuys  Sherman Oaks Recreation Center,Hiking Trails,34.15952933,-118.4425227,91423
Chatsworth Park South,Hiking Trails,34.260329,-118.616081,91311
Hansen Dam Park,Hiking Trails,34.273758,-118.383484,91342
O'Melveny Park,Hiking Trails,34.31333,-118.518577,91344
Lake Balboa,Hiking Trails,34.181624,-118.500922,91316
Peck Park,Hiking Trails,33.74779038,-118.3091125,90732
Elysian Park,Hiking Trails,34.079411,-118.235668,90012
Echo Park Lake,Lakes,34.07240833,-118.2600257,90026
Hollenbeck Lake,Lakes,34.04136456,-118.2160944,90033
Lincoln Park Lake,Lakes,34.065824,-118.198986,90031
MacArthur Park Lake,Lakes,34.058107,-118.276802,90057
Ernest E. Debs Lake,Lakes,34.091471,-118.193514,90032
Reseda Park Lake,Lakes,34.186771,-118.533703,91335
Ken Malloy Harbor Regional Lake,Lakes,33.787619,-118.29502,90710
Banning Residence Museum,Museums,33.789925,-118.258813,90744
Campo de Cahuenga,Museums,34.139806,-118.362314,91604
Drum Barracks Civil War Museum,Museums,33.784702,-118.258156,90744
Griffith Park - Travel Town Museum,Museums,34.153834,-118.308641,90027
Griffith Park - Autry Museum of Western Heritage,Museums,34.148715,-118.282023,90027
Heritage Square Museum,Museums,34.088502,-118.208039,90031
Los Angeles Maritime Museum,Museums,33.738796,-118.278879,90731
El Pueblo de Los Angeles (Olvera Street),Museums,34.056616,-118.238786,90012
Bolton Hall Historical Museum,Museums,34.252605,-118.288271,91042
Griffith Park - Ferndell Nature Museum / Gardens,Museums,34.112664,-118.307353,90027
Fort MacArthur Museum,Museums,33.712199,-118.296098,90731
Minnie Hill Palmer House / Homestead Acre,Museums,34.25966916,-118.6149602,91311
Griffith Observatory,Museums,34.118429,-118.300374,90027
Point Fermin Lighthouse Museum,Museums,33.705524,-118.29368,90731
Cabrillo Marine Aquarium,Museums,33.711251,-118.285293,90731
Cahuenga Peak,Open Space,34.134173,-118.334606,90068
Gage and Avalon Pocket Park,Outdoor Fitness Equipment,33.982212,-118.265352,90003
105th Street Pocket Park,Outdoor Fitness Equipment,33.940919,-118.285253,90044
Saint Andrews Recreation Center,Outdoor Fitness Equipment,33.95882144,-118.3112791,90047
Glassell Park,Outdoor Fitness Equipment,34.11673874,-118.2331726,90065
Gladys Jean Wesson Park,Outdoor Fitness Equipment,34.033847,-118.340309,90016
Watts Community Park,Outdoor Fitness Equipment,33.932023,-118.240098,90059
Studio City Park (Beeman Park),Outdoor Fitness Equipment,34.15137297,-118.4079843,91604
Kagel Canyon Park,Outdoor Fitness Equipment,34.28069157,-118.3804559,91342
Holleigh Bernson Memorial Park,Outdoor Fitness Equipment,34.293003,-118.571202,91326
6th & Gladys Street Park,Outdoor Fitness Equipment,34.04032,-118.242479,90021
Westside Neighborhood Park,Outdoor Fitness Equipment,34.029093,-118.36998,90016
Seily Rodriguez Park,Outdoor Fitness Equipment,34.092917,-118.313975,90038
Evergreen Recreation Center,Outdoor Fitness Equipment,34.038954,-118.203476,90033
North Hollywood Park,Outdoor Fitness Equipment,34.1679113,-118.3798722,91601
North East Valley Multipurpose Center,Outdoor Fitness Equipment,34.276262,-118.413154,91331
Tiara Street Park,Outdoor Fitness Equipment,34.178441,-118.382361,91601
West Adams Heights Park,Outdoor Fitness Equipment,34.03883,-118.300475,90007
Hollenbeck Park,Outdoor Fitness Equipment,34.04136456,-118.2160944,90033
Hoover Recreation Center,Outdoor Fitness Equipment,34.03273559,-118.2830944,90007
Wilmington Recreation Center,Outdoor Fitness Equipment,33.77313982,-118.2686791,90744
Fox & Laurel Park,Outdoor Fitness Equipment,34.271638,-118.446271,91340
MacArthur Park,Outdoor Fitness Equipment,34.06035058,-118.2770864,90057
Lemon Grove Park,Outdoor Fitness Equipment,34.08634611,-118.3046676,90029
Van Ness Park,Outdoor Fitness Equipment,33.99082417,-118.319119,90043
Hermon / Arroyo Seco Park,Outdoor Fitness Equipment,34.104402,-118.187327,90042
Trinity Park,Outdoor Fitness Equipment,34.02385032,-118.2634554,90011
4600 Orchard Ave Pocket Park,Outdoor Fitness Equipment,34.001558,-118.288625,90037
South Park,Outdoor Fitness Equipment,33.99664406,-118.268573,90011
Griffith Park - Park Center,Outdoor Fitness Equipment,34.134213,-118.282994,90027
State Street Recreation Center,Outdoor Fitness Equipment,34.053064,-118.212879,90033
Gilbert W. Lindsay Recreation Center,Outdoor Fitness Equipment,34.00661929,-118.2677641,90011
Eagle Rock Park,Outdoor Fitness Equipment,34.142988,-118.18805,90041
Sycamore Grove Park,Outdoor Fitness Equipment,34.1019,-118.202996,90042
Woodbridge Park,Outdoor Fitness Equipment,34.15021183,-118.3764461,91602
Leland Park,Outdoor Fitness Equipment,33.75092412,-118.2959786,90731
Algin Sutton Recreation Center,Outdoor Fitness Equipment,33.957778,-118.285546,90044
Valley Plaza Park,Outdoor Fitness Equipment,34.192008,-118.400894,91606
Poinsettia Park,Outdoor Fitness Equipment,34.08722019,-118.3502662,90046
Balboa Park,Outdoor Fitness Equipment,34.172985,-118.501841,91316
4916 S. McKinley Avenue Pocket Park,Outdoor Fitness Equipment,33.998755,-118.260624,90011
Woodley Avenue Park,Outdoor Fitness Equipment,34.18196,-118.483681,91436
Lincoln Park,Outdoor Fitness Equipment,34.06561417,-118.2018369,90031
York Boulevard Pocket Park,Outdoor Fitness Equipment,34.121388,-118.207218,90042
Drum Barracks Civil War Museum,Outdoor Fitness Equipment,33.784702,-118.258156,90744
Lou Costello (Hostetter) Park,Outdoor Fitness Equipment,34.02048437,-118.2108829,90023
Studio City Recreation Center (Beeman Park),Outdoor Fitness Equipment,34.15137297,-118.4079843,91604
76th Street Pocket Park,Outdoor Fitness Equipment,33.971023,-118.288267,90044
James Slauson Recreation Center,Outdoor Fitness Equipment,33.994156,-118.247682,90011
Wall Street Community Park,Outdoor Fitness Equipment,33.959532,-118.271566,90003
Norman O. Houston Park,Outdoor Fitness Equipment,33.998907,-118.357772,90008
Garvanza Park,Outdoor Fitness Equipment,34.12007,-118.179944,90042
61st Street Pocket Park,Outdoor Fitness Equipment,33.984504,-118.272468,90003
Pan Pacific Park,Outdoor Fitness Equipment,34.07487935,-118.3549473,90036
Dorothy J. and Benjamin B. Smith Park,Outdoor Fitness Equipment,34.10399621,-118.3428203,90028
Toberman Recreation Center,Outdoor Fitness Equipment,34.03912821,-118.2787516,90015
El Sereno Arroyo Playground,Outdoor Fitness Equipment,34.07980496,-118.1618492,90032
97th Street Pocket Park,Outdoor Fitness Equipment,33.948036,-118.2847,90010
Fred Roberts Recreation Center,Outdoor Fitness Equipment,34.000886,-118.24401,90011
Van Nuys  Sherman Oaks Recreation Center,Outdoor Fitness Equipment,34.15952933,-118.4425227,91423
Culver Slauson Park,Outdoor Fitness Equipment,33.993614,-118.406907,90230
El Sereno North Park,Outdoor Fitness Equipment,34.097182,-118.16843,90032
Benny H. Potter West Adams Avenues Memorial Park,Outdoor Fitness Equipment,34.035039,-118.318677,90018
Amistad Park,Outdoor Fitness Equipment,34.253043,-118.418134,91331
Julian C. Dixon Ave. Park / 48th Street Park,Outdoor Fitness Equipment,33.99941769,-118.2869822,90037
Mar Vista Park,Outdoor Fitness Equipment,34.01785493,-118.4294632,90066
Shatto Park,Outdoor Fitness Equipment,34.067287,-118.289251,90020
Harbor Highlands Park,Outdoor Fitness Equipment,33.75780373,-118.2966521,90731
La Mirada Park Acquisition Site,Parks,34.094208,-118.306999,90029
Avalon-San Pedro Park,Parks,34.010389,-118.265542,90011
Amistad Park,Parks,34.253043,-118.418134,91331
11th Avenue Park,Parks,33.984488,-118.329232,90043
Wilmington Veterans Park,Parks,33.785755,-118.248009,90744
Winnetka Park,Parks,34.222383,-118.571596,91306
Barry A. Sanders Sports Field,Parks,34.186672,-118.50107,91316
Imperial Courts Park,Parks,33.93125654,-118.2324199,90059
Chase Park,Parks,34.222783,-118.617596,91304
Eagle Rock Hillside Park,Parks,34.149007,-118.202226,90041
Griffith Park - Shane's Inspiration Park,Parks,34.135083,-118.284647,90027
Mae Boyar Park,Parks,34.19575619,-118.6469636,91307
Seily Rodriguez Park,Parks,34.092917,-118.313975,90038
Elysian Park -  Avenue of the Palms,Parks,34.079493,-118.249133,90012
Villa Cabrini Park,Parks,34.215329,-118.338525,91504
Watts Community Park,Parks,33.932023,-118.240098,90059
Julian C. Dixon Ave. Park / 48th Street Park,Parks,33.99941769,-118.2869822,90037
Aliso Canyon Park,Parks,34.27891,-118.526823,91326
Castle Peak Park,Parks,34.20777332,-118.6528355,91304
Glassell Park,Parks,34.11673874,-118.2331726,90065
Echo Park,Parks,34.07012683,-118.2608082,90026
Fred Roberts Park,Parks,34.00087496,-118.2439885,90011
Andres Pico Adobe Park,Parks,34.26854067,-118.4666357,91345
San Pasqual Park,Parks,34.11981,-118.17014,90042
Lilac Terrace Park,Parks,34.080151,-118.249395,90012
Wabash Park,Parks,34.05070789,-118.1981928,90033
White Point Nature Preserve & Education Center,Parks,33.716114,-118.315303,90731
Browns Creek Park,Parks,34.288031,-118.588165,91311
Griffith Park - Pony & Train Rides,Parks,34.117654,-118.27198,90027
Lake View Terrace Park,Parks,34.27465645,-118.3715831,91342
Sepulveda Basin Wildlife Reserve,Parks,34.178515,-118.474043,91406
Viking Park,Parks,34.27995,-118.545154,91326
Valley Plaza Park,Parks,34.192008,-118.400894,91606
Triangle Park (Marr Park),Parks,33.987518,-118.456343,90291
Sullivan Canyon Park,Parks,34.073715,-118.509023,90049
Roscoe-Valley Circle Park,Parks,34.219649,-118.648127,91304
Victory - Vineland Park,Parks,34.186926,-118.3727,91606
Pan Pacific Park,Parks,34.07487935,-118.3549473,90036
76th Street Pocket Park,Parks,33.971023,-118.288267,90044
El Sereno Arroyo Playground,Parks,34.07980496,-118.1618492,90032
Bellaire Avenue Park,Parks,34.21561,-118.412666,91605
Evergreen Park,Parks,34.03913003,-118.2045264,90033
Rivas Canyon Park,Parks,34.051771,-118.516387,90272
Verdugo Mountain Park,Parks,34.220172,-118.348827,91352
Westwood Park,Parks,34.053257,-118.448297,90025
Griffith Park - Pollywog Area,Parks,34.156427,-118.317609,91506
Mcgroarty Cultural Art Center,Parks,34.250876,-118.297399,91042
Van Nuys Sherman Oaks Park,Parks,34.15952933,-118.4425227,91423
Everett Triangle Park,Parks,34.070201,-118.248722,90026
Griffith Park - Easter Field,Parks,34.15857872,-118.3029327,90027
Pan Pacific Park - Renee's Place,Parks,34.07487935,-118.3549473,90036
Whitsett Fields Park,Parks,34.198513,-118.404992,91606
De Neve Square Park,Parks,34.08425,-118.43496,90077
Mandeville Canyon Park,Parks,34.085468,-118.509006,90049
Van Nuys Park,Parks,34.19405925,-118.4446325,91405
East Los Angeles Park,Parks,34.07714,-118.20731,90031
Valley Glen Community Park,Parks,34.182953,-118.418285,91436
Libbit Park,Parks,34.16248827,-118.4880815,91436
Bellevue Park,Parks,34.084016,-118.283446,90026
Glenhurst Park,Parks,34.110233,-118.252805,90039
Robert F. Kennedy Inspiration Park,Parks,34.06173,-118.297572,90010
East Wilmington Vest Pocket Park,Parks,33.79253,-118.248116,90744
Reynier Park,Parks,34.03563676,-118.3861321,90035
Vanalden Park,Parks,34.233207,-118.547435,91324
North Hollywood Park / Dave Potell Memorial Sports Facility,Parks,34.165107,-118.381644,91601
Lincoln Park,Parks,34.06561417,-118.2018369,90031
Wilmington Town Square Park,Parks,33.780997,-118.261862,90744
Barrington Park,Parks,34.06137723,-118.4686951,90049
Seoul International Park,Parks,34.05435479,-118.3016258,90006
Laurel Canyon Park,Parks,34.122205,-118.37808,90046
Hartland Mini Park,Parks,34.194811,-118.430887,91405
Corbin Canyon Park,Parks,34.157327,-118.563498,91356
Sunnynook River Park,Parks,34.113439,-118.268482,90027
Ramon D. Garcia Park,Parks,34.027589,-118.206397,90023
Delano Park,Parks,34.18280315,-118.4621585,91411
Yucca Park,Parks,34.10331572,-118.3355345,90028
Crestwood Hills Park,Parks,34.07661042,-118.4889191,90049
Holmby Park,Parks,34.07294331,-118.4293956,90024
Serrania Avenue Park,Parks,34.15751,-118.585927,91364
Culver Slauson Park,Parks,33.993614,-118.406907,90230
Griffith Park - Bronson Canyon,Parks,34.127171,-118.31077,90068
Hazard Park,Parks,34.06067723,-118.2008547,90033
Sylmar Park,Parks,34.30827253,-118.4445011,91342
Greayer's Oak Mini Park,Parks,34.09023935,-118.2124151,90065
Briarwood Park,Parks,34.119035,-118.443947,90077
Media Park,Parks,34.02647,-118.39306,90232
De Longpre Park,Parks,34.095934,-118.334692,90028
Vista Hermosa Park,Parks,34.06195635,-118.2582994,90026
Encino Park,Parks,34.15982855,-118.5025721,91316
Del Rey Lagoon,Parks,33.96011416,-118.4499221,90293
Jim Gilliam Park,Parks,34.011922,-118.351674,90008
Chevy Chase Park,Parks,34.133531,-118.2667127,90039
John S. Gibson Jr. Park,Parks,33.739653,-118.279649,90731
Runnymede Park,Parks,34.20585859,-118.5732396,91306
Elysian Park - Montecillo De Leo Politi,Parks,34.078382,-118.246633,90012
Eagle Rock Park,Parks,34.142988,-118.18805,90041
Woodland Hills Park (Shoup Park),Parks,34.175927,118.614495,91367
Limekiln Canyon Park,Parks,34.284817,-118.563025,91326
Yosemite Park,Parks,34.133742,-118.20819,90041
Chesterfield Square Park,Parks,33.99308909,-118.3129281,90062
David M. Gonzales / Pacoima Park,Parks,34.26921299,-118.4130658,91331
Tarzana Park,Parks,34.17462734,-118.5502669,91356
111th Place Pocket Park,Parks,33.934202,-118.271246,90061
Kagel Canyon Park,Parks,34.28069157,-118.3804559,91342
Palisades Park,Parks,34.042845,-118.524815,90272
Warner Ranch Park,Parks,34.17549801,-118.6056172,91367
Circle / Gramercy Park,Parks,33.970976,-118.313323,90047
Harbor Sports Center,Parks,33.78742375,-118.2819333,90744
Gaffey Street Field of Dreams,Parks,33.763701,-118.290965,90731
Rancho Cienega Park,Parks,34.02167021,-118.351823,90016
Jesse Owens Mini Park,Parks,34.199824,-118.518445,91406
Denker and Torrance Pocket Park,Parks,33.84162,-118.303546,90501
Hope and Peace Park,Parks,34.05276205,-118.2764751,90057
Queen Anne Park,Parks,34.0507319,-118.33286,90016
Harbor Highlands Park,Parks,33.75780373,-118.2966521,90731
Penmar Park,Parks,34.00618864,-118.455831,90291
Fulton Avenue Park,Parks,34.194264,-118.422318,91605
North Weddington Park,Parks,34.145564,-118.366144,91602
Griffith Park Visitor Center Auditorium,Parks,34.132522,-118.280284,90027
Jackie Tatum / Harvard Park,Parks,33.98334823,-118.303593,90047
South Victoria Ave Park,Parks,33.979427,-118.332474,90043
William Nickerson Gardens Park,Parks,33.932182,-118.246727,90059
Benny H. Potter West Adams Avenues Memorial Park,Parks,34.035039,-118.318677,90018
Irving Schachter Park,Parks,34.040044,-118.398926,90064
Greayer's Oak Park,Parks,34.09059,-118.212182,90065
Griffith Park - Old Zoo Picnic Area,Parks,34.135456,-118.286337,90027
Hollywood Park,Parks,34.09132457,-118.3297572,90038
Watts Cultural Crescent,Parks,33.940048,-118.242452,90059
4600 Orchard Ave Pocket Park,Parks,34.001558,-118.288625,90037
Westside Neighborhood Park,Parks,34.029093,-118.36998,90016
Telfair Park (Valleycrest Park),Parks,34.304228,-118.472861,91342
Grigsby Pocket Park,Parks,33.930249,-118.240227,90059
Cypress Park Library,Parks,34.091029,-118.22264,90065
Westwood Gardens Park,Parks,34.057518,-118.441597,90024
97th Street Pocket Park,Parks,33.948036,-118.2847,90010
Lake Street Park,Parks,34.06874703,-118.270384,90057
6th & Gladys Street Park,Parks,34.04032,-118.242479,90021
Lanark/Shelby Mini-Park,Parks,34.135325,-118.187511,90041
Mount Carmel Park,Parks,33.97624967,-118.2884111,90044
Rena Park,Parks,33.7476902,-118.3010596,90732
Santa Ynez Canyon Park,Parks,34.071875,-118.567409,90272
Palms Park,Parks,34.03286932,-118.4177271,90064
Denker Park,Parks,34.02355276,-118.3045149,90018
Unidad Park,Parks,34.063995,-118.264551,90026
Chatsworth Oaks Park,Parks,34.23993,-118.629054,91311
Via Dolce Park,Parks,33.978686,-118.462029,90292
Chatsworth Park South,Parks,34.260329,-118.616081,91311
Westwood Park - Aidan's Place,Parks,34.052676,-118.448107,90025
Palisades-Asilomar Park,Parks,34.03984,-118.536183,90272
Fox & Laurel Park,Parks,34.271638,-118.446271,91340
Oro Vista Park,Parks,34.270889,-118.315929,91040
Club Circle Park,Parks,34.038907,-118.402029,90043
Griffith Park - Ceta Forest,Parks,34.155128,-118.30145,90027
Genesee Avenue Park,Parks,34.03688,-118.36858,90016
Beverly Glen Park,Parks,34.11474,-118.44381,90077
Sycamore Grove Park,Parks,34.1019,-118.202996,90042
Harold A. Henry Park,Parks,34.057644,-118.32489,90016
Pico Union Park,Parks,34.04106831,-118.2842068,90006
Parthenia Park,Parks,34.2280404,-118.5992153,91304
Normandale Park,Parks,33.82313579,-118.301425,90501
LAPD SWAT Officer Randal D. Simmons Park,Parks,34.19276974,-118.5448566,91335
El Paseo De Cahuenga Park,Parks,34.13059,-118.349673,90068
Griffith Park Crystal Springs,Parks,34.133005,-118.280751,90027
Gage and Avalon Pocket Park,Parks,33.982212,-118.265352,90003
Marson Park,Parks,34.215494,-118.465863,91402
Cheviot Hills Park,Parks,34.046898,-118.408263,90064
Northridge Park,Parks,34.25529,-118.53226,91324
Little Green Acres Park,Parks,33.94164,-118.2914,90044
West Hills Sports Center,Parks,34.198488,-118.656697,91307
Mason Park,Parks,34.26093639,-118.5796615,91311
Kittridge Mini-Park,Parks,34.19029764,-118.4258369,91405
Selma Park,Parks,34.09985676,-118.3331657,90028
Strathern Park North,Parks,34.216954,-118.406176,91605
Tobias Avenue Park,Parks,34.23634,-118.45151,91402
Augustus F. Hawkins Natural Park,Parks,33.990292,-118.247712,90011
Trinity Park,Parks,34.02385032,-118.2634554,90011
Angels Gate Park,Parks,33.709707,-118.293817,90731
Balboa Park,Parks,34.172985,-118.501841,91316
Knapp Ranch Park,Parks,34.189237,-118.658999,91307
Leimert Plaza Park,Parks,34.003937,-118.330564,90008
Woodbine Park,Parks,34.02800986,-118.4084365,90034
Leland Park,Parks,33.75092412,-118.2959786,90731
Loren Miller Park,Parks,34.03026082,-118.3030305,90018
Ernest E. Debs Regional Park,Parks,34.095367,-118.190495,90032
Stoney Point Park,Parks,34.273536,-118.602406,91311
Venice of America Centennial Park,Parks,33.98849,-118.46368,90291
Mecca Avenue Park,Parks,34.16711361,-118.5373921,91356
Deervale-Stone Canyon Park,Parks,34.14683821,-118.4592084,91403
Fernangeles Park,Parks,34.229345,-118.400978,91352
Granada Hills Park,Parks,34.2645807,-118.4969059,91344
Poinsettia Park,Parks,34.08722019,-118.3502662,90046
Four Oaks Park,Parks,34.205956,-118.635194,91307
Encino Glen,Parks,34.172588,-118.499743,91436
Cleland Avenue Bicentennial Park,Parks,34.11331,-118.212598,90042
El Sereno Park,Parks,34.075723,-118.181788,90032
Rustic Canyon Rec Center Park,Parks,34.040813,-118.514199,90402
Laurel and Hardy Park,Parks,34.082498,-118.274851,90027
Lookout Point Park,Parks,33.712435,-118.292025,90731
De Garmo Park,Parks,34.214719,-118.352383,91352
Jaime Beth Slavin Park,Parks,34.215402,-118.407169,91605
Eddleston Park,Parks,34.2872694,-118.5381306,91326
Howard Finn Park & Community Garden,Parks,34.257932,-118.30072,91402
Circle Park (5th Ave.),Parks,33.970894,-118.322173,90043
Martin J. Bogdanovich Park,Parks,33.72958041,-118.3194325,90732
San Pedro Welcome Park,Parks,33.746055,-118.292652,90731
Vista del Mar Park,Parks,33.944558,-118.441713,90293
Richard Alatorre Park,Parks,34.143976,-118.184218,90041
Highland Park,Parks,34.113477,-118.187954,90042
Titmouse Park,Parks,33.96105353,-118.4460138,90293
Tommy Lasorda's Field of Dreams,Parks,34.090671,-118.259926,90039
Holleigh Bernson Memorial Park,Parks,34.293003,-118.571202,91326
Silver Lake Meadows Park,Parks,34.098621,-118.261095,90039
Downey Park,Parks,34.071162,-118.223432,90031
Los Angeles Plaza Park,Parks,34.05692598,-118.2385958,90012
Elysian Park,Parks,34.079411,-118.235668,90012
Stoner Park,Parks,34.03844736,-118.4532902,90025
Moonshine Canyon Park,Parks,34.288216,-118.566046,91326
Ken Malloy Harbor Regional Park,Parks,33.787682,-118.295031,90710
Montecito Heights Park,Parks,34.095544,-118.20335,90031
Los Angeles High Memorial Park,Parks,34.05657403,-118.3319039,90019
Robert L. Burns Park,Parks,34.075652,-118.316078,90004
Roger Jessup Park,Parks,34.25794605,-118.4047298,91331
Porter Ranch Park,Parks,34.27055336,-118.5552726,91326
Ascot Hills Park,Parks,34.06969978,-118.1899629,90032
Lafayette Park,Parks,34.06211618,-118.282875,90057
Cohasset-Melba Park,Parks,34.20565289,-118.6346313,91307
Branford Park,Parks,34.23336299,-118.4233033,91331
Latham Park,Parks,33.99451,-118.25129,90011
Griffith Park,Parks,34.1182,-118.272105,90027
North Atwater Park,Parks,34.133398,-118.271813,90039
Elinor and Don Richardson Family Park,Parks,34.03012939,-118.2958057,90007
Fehlhaber-Houk Park,Parks,34.240206,-118.273916,91042
Mount Olympus Park,Parks,34.084669,-118.210822,90031
Griffith Park - Bette Davis Picnic Area,Parks,34.15857211,-118.2975598,90027
Henry Alvarez Memorial Park (Ramona Gardens),Parks,34.05881,-118.195184,90033
Dorothy J. and Benjamin B. Smith Park,Parks,34.10399621,-118.3428203,90028
Grape Street Pocket Park,Parks,33.938145,-118.236807,90059
109th Street Park,Parks,33.93664647,-118.2489586,90059
Devonshire Arleta Park,Parks,34.25780789,-118.443572,91331
Peck Park,Parks,33.74779038,-118.3091125,90732
Elysian Park - Bishop Canyon,Parks,34.081707,-118.234692,90012
Alizondo Drive Park,Parks,34.15100013,-118.6048001,91367
Devonwood Park,Parks,34.25638115,-118.4541937,91345
Van Ness Park,Parks,33.99082417,-118.319119,90043
Vineyard Park,Parks,34.02828057,-118.34653,90016
Brand Park,Parks,34.27269566,-118.4615049,91345
Stonehurst Park,Parks,34.24945616,-118.3748623,91352
Taxco Trails Park,Parks,34.21202182,-118.6383285,91304
Hubert H. Humphrey Memorial Park,Parks,34.28181122,-118.4074686,91331
York Boulevard Pocket Park,Parks,34.121388,-118.207218,90042
Green Meadows Park,Parks,33.95568832,-118.2672316,90003
Vermont Square,Parks,34.0005829,-118.2971828,90037
Shatto Park,Parks,34.067287,-118.289251,90020
Laurel Grove Park,Parks,34.183069,-118.400733,91606
Prospect Park,Parks,34.05358,-118.216963,90033
Tiara Street Park,Parks,34.178441,-118.382361,91601
Porter Ridge Park,Parks,34.296952,-118.541546,91326
Sheldon-Arleta / Cesar Chavez Park,Parks,34.227487,-118.40675,91352
Point Fermin - Wilder's Addition,Parks,33.706143,-118.292091,90731
South Weddington Park,Parks,34.141995,-118.361734,91604
Anthony C. Beilenson Park,Parks,34.181624,-118.500922,91316
James Slauson Park,Parks,33.99462127,-118.2476422,90011
Algin Sutton Park,Parks,33.957928,-118.286929,90044
Reseda Park,Parks,34.186754,-118.5345636,91335
Valencia (Ross) Community Park,Parks,34.04480331,-118.2122865,90033
Lemon Grove Park,Parks,34.08634611,-118.3046676,90029
Baldwin Hills Park,Parks,34.02340135,-118.3646015,90016
Haines Canyon Park,Parks,34.23696,-118.282285,91042
Lazy J Ranch Park,Parks,34.212086,-118.645669,91304
Cypress Park,Parks,34.0894357,-118.2255846,90065
Banning Park,Parks,33.79017637,-118.2562904,90744
Woodley Avenue Park,Parks,34.18196,-118.483681,91436
Saint Andrews Park,Parks,33.95973995,-118.3114526,90047
Carthay Circle Park,Parks,34.061441,-118.367283,90048
Lou Costello (Hostetter) Park,Parks,34.02048437,-118.2108829,90023
Canal Park,Parks,33.98476,-118.46656,90291
Ross Snyder Park,Parks,34.00871681,-118.2473934,90011
