location_name,locationtype,geolat,geolong,zip
John Quimby Park Tennis Courts,Tennis Courts,34.199133,-118.5877,91306
Lincoln Park Tennis Courts,Tennis Courts,34.067618,-118.199275,90031
Rustic Canyon Tennis Courts,Tennis Courts,34.03770624,-118.5145222,90402
Rancho Cienega - Arthur Ashe Tennis Courts,Tennis Courts,34.02193,-118.34971,90016
Granada Hills Tennis Courts,Tennis Courts,34.261431,-118.49757,91344
Ritchie Valens Tennis Courts,Tennis Courts,34.266202,-118.438754,91331
Hazard Tennis Courts,Tennis Courts,34.06067723,-118.2008547,90033
North Hollywood Tennis Courts,Tennis Courts,34.166348,-118.379563,91601
Jackie Tatum / Harvard Tennis Courts,Tennis Courts,33.98334823,-118.303593,90047
Balboa Tennis Courts,Tennis Courts,34.17234506,-118.5039331,91316
Woodland Hills Tennis Courts,Tennis Courts,34.175927,-118.614495,91367
Cheviot Hills Tennis Courts,Tennis Courts,34.044504,-118.406333,90064
Eagle Rock Tennis Courts,Tennis Courts,34.142774,-118.186455,90041
Sun Valley Tennis Courts,Tennis Courts,34.21844465,-118.3705312,91352
Victory - Vineland Tennis Courts,Tennis Courts,34.186926,-118.3727,91606
El Sereno Tennis Courts,Tennis Courts,34.075723,-118.181788,90032
Valley Plaza Tennis Courts,Tennis Courts,34.189082,-118.400399,91606
Reseda Tennis Courts,Tennis Courts,34.187245,-118.533028,91335
Elysian Park Tennis Courts,Tennis Courts,34.079661,-118.236145,90012
Jim Gilliam Tennis Courts,Tennis Courts,34.014327,-118.355029,90008
Hermon / Arroyo Seco Tennis Courts,Tennis Courts,34.104402,-118.187327,90042
Palisades Tennis Courts,Tennis Courts,34.042087,-118.523909,90272
Echo Park Tennis Courts,Tennis Courts,34.068609,-118.260597,90026
South Park Tennis Courts,Tennis Courts,33.99664406,-118.268573,90011
Glen Alla Park Tennis Courts,Tennis Courts,33.983388,-118.431679,90292
Penmar Tennis Courts,Tennis Courts,34.007124,-118.456177,90291
Greek Theatre,Theatre,34.119739,-118.296131,90027
W. M. Keck Amphitheatre,Theatre,34.011595,-118.289314,90037
Van Nuys  Sherman Oaks Recreation Center,Universally Accessible Playgrounds,34.15952933,-118.4425227,91423
Ken Malloy Harbor Regional Park,Universally Accessible Playgrounds,33.787682,-118.295031,90710
Westchester Recreation Center,Universally Accessible Playgrounds,33.95956137,-118.4138213,90045
Barry A. Sanders Sports Field,Universally Accessible Playgrounds,34.186672,-118.50107,91316
Orthopaedic Hospital Universal Access Playground,Universally Accessible Playgrounds,34.027994,-118.273605,90007
South Park Recreation Center,Universally Accessible Playgrounds,33.997417,-118.267651,90011
Hazard Recreation Center,Universally Accessible Playgrounds,34.060295,-118.200702,90033
Hansen Dam Park,Universally Accessible Playgrounds,34.273758,-118.383484,91342
De Garmo Park,Universally Accessible Playgrounds,34.214719,-118.352383,91352
Shadow Ranch Park,Universally Accessible Playgrounds,34.19390248,-118.6197081,91307
Westwood Park - Aidan's Place,Universally Accessible Playgrounds,34.052676,-118.448107,90025
Stoner Park,Universally Accessible Playgrounds,34.03844736,-118.4532902,90025
Lake Street Park,Universally Accessible Playgrounds,34.06874703,-118.270384,90057
Mason Park,Universally Accessible Playgrounds,34.26093639,-118.5796615,91311
Dearborn Park,Universally Accessible Playgrounds,34.23581729,-118.507668,91330
Glen Alla Park,Universally Accessible Playgrounds,33.984438,-118.431009,90292
Rosecrans Park,Universally Accessible Playgrounds,33.8967552,-118.29132,90247
Martin Luther King Jr. Recreation Center,Universally Accessible Playgrounds,34.01394464,-118.3087893,90062
Hermon / Arroyo Seco Park,Universally Accessible Playgrounds,34.104402,-118.187327,90042
Anthony C. Beilenson Park,Universally Accessible Playgrounds,34.181624,-118.500922,91316
Lincoln Park,Universally Accessible Playgrounds,34.06561417,-118.2018369,90031
Tobias Avenue Park,Universally Accessible Playgrounds,34.23634,-118.45151,91402
Ritchie Valens Park,Universally Accessible Playgrounds,34.265782,-118.439137,91331
Rio De Los Angeles State Park,Universally Accessible Playgrounds,34.101135,-118.236579,90065
Benny H. Potter West Adams Avenues Memorial Park,Universally Accessible Playgrounds,34.035039,-118.318677,90018
Jaime Beth Slavin Park,Universally Accessible Playgrounds,34.215402,-118.407169,91605
Studio City Recreation Center (Beeman Park),Universally Accessible Playgrounds,34.15137297,-118.4079843,91604
Valley Glen Community Park,Universally Accessible Playgrounds,34.182953,-118.418285,91436
Wilshire Crest Elementary School Universal Access Playground,Universally Accessible Playgrounds,34.057987,-118.343595,90036
Griffith Park - Shane's Inspiration Park,Universally Accessible Playgrounds,34.135083,-118.284647,90027
Westside Neighborhood Park,Universally Accessible Playgrounds,34.029093,-118.36998,90016
Pan Pacific Park - Renee's Place,Universally Accessible Playgrounds,34.07487935,-118.3549473,90036
Sycamore Grove Park,Universally Accessible Playgrounds,34.1019,-118.202996,90042
