,zipcode,address,price,size
62,90262,"3329 Alma Ave, Lynwood, CA 90262",1194000,3586
63,90262,"5221 Beechwood Ave # 3, Lynwood, CA 90262",814000,2900
64,90262,"5221 Beechwood Ave # 2, Lynwood, CA 90262",814000,2900
65,90262,"5221 Beechwood Ave # 1, Lynwood, CA 90262",814000,2900
66,90262,"12701 Waldorf Dr, Lynwood, CA 90262",1450000,4832
69,90262,"3958 Louise St, Lynwood, CA 90262",499000,1119
70,90262,"3280 Tenaya Ave, Lynwood, CA 90262",485000,950
73,90262,"12025 3rd Ave, Lynwood, CA 90262",449000,1285
75,90262,"3181 Carlin Ave, Lynwood, CA 90262",750000,1210
76,90262,"3737 Lugo Ave, Lynwood, CA 90262",392840,728
77,90262,"11153 Bellinger St, Lynwood, CA 90262",398547,737
80,90266,"1805 23rd St, Manhattan Beach, CA 90266",1849000,1500
81,90266,"330 41st St UNIT C, Manhattan Beach, CA 90266",1182000,740
82,90266,"1300 Curtis Ave, Manhattan Beach, CA 90266",1398000,1393
83,90266,"2416 Elm Ave, Manhattan Beach, CA 90266",1999000,2054
84,90266,"216 13th St, Manhattan Beach, CA 90266",7999000,4620
85,90266,"4216 Highland Ave APT H, Manhattan Beach, CA 90266",1425000,1473
86,90266,"709 N Valley Dr, Manhattan Beach, CA 90266",2575000,1356
87,90266,"3408 Maple Ave, Manhattan Beach, CA 90266",1750000,1029
88,90266,"308 20th Pl (aka 309 20th Street) Pl, Manhattan Beach, CA",6995000,4200
89,90266,"225 Rosecrans Ave, Manhattan Beach, CA 90266",3250000,3064
90,90266,"2722 The Strand, Manhattan Beach, CA 90266",22750000,6025
91,90266,"300 16th St, Manhattan Beach, CA 90266",3499000,2100
92,90266,"659 18th St, Manhattan Beach, CA 90266",4499000,4037
93,90266,"2909 Maple Ave, Manhattan Beach, CA 90266",2699000,3137
94,90266,"2205 Vista Dr, Manhattan Beach, CA",3499000,2600
95,90266,"849 12th Ct, Manhattan Beach, CA",3795000,3600
96,90266,"2417 Oak Ave, Manhattan Beach, CA 90266",2149000,2536
97,90266,"712 Highland Ave, Manhattan Beach, CA 90266",3799000,2101
98,90266,"676 18th St, Manhattan Beach, CA 90266",6650000,5843
99,90266,"1607 Nelson Ave, Manhattan Beach, CA 90266",3950000,4400
100,90266,"628 35th St, Manhattan Beach, CA 90266",2225000,1912
101,90266,"2509 N Poinsettia Ave, Manhattan Beach, CA 90266",2995000,3294
102,90266,"3301 Pine Ave, Manhattan Beach, CA 90266",6750000,5723
103,90266,"504 1st St, Manhattan Beach, CA",6499000,5400
105,90266,"3215 N Vista Dr, Manhattan Beach, CA 90266",2599000,2400
106,90266,"544 4th St, Manhattan Beach, CA 90266",2999000,1951
108,90266,"3516 Manhattan Ave, Manhattan Beach, CA 90266",4499000,2500
109,90266,"600 Anderson St, Manhattan Beach, CA 90266",3649000,2025
112,90266,"5 Lafayette Ct, Manhattan Beach, CA 90266",1115000,1474
113,90266,"908 Rosecrans Ave, Manhattan Beach, CA 90266",1399000,832
114,90266,"1801 Oak Ave, Manhattan Beach, CA 90266",4999000,5251
115,90266,"13 Lafayette Ct, Manhattan Beach, CA 90266",1499000,1916
116,90266,"1619 9th St, Manhattan Beach, CA",4790000,4948
117,90266,"116 Seaview St, Manhattan Beach, CA 90266",2150000,1320
118,90266,"19 Lafayette Ct, Manhattan Beach, CA 90266",1135000,1474
119,90266,"4108 Highland Ave, Manhattan Beach, CA 90266",2600000,3682
120,90265,"6328 Frondosa Dr, Malibu, CA 90265",2150000,2030
121,90265,"26664 Seagull Way UNIT B108, Malibu, CA 90265",777000,696
122,90265,"24818 Malibu Rd, Malibu, CA 90265",8250000,2810
123,90265,"30826 Broad Beach Rd, Malibu, CA 90265",15500000,3655
125,90265,"29500 Heathercliff Rd SPC 40, Malibu, CA 90265",875000,1850
126,90265,"4201 Mar Vista Dr, Malibu, CA 90265",80000,4225
127,90265,"6170 Ramirez Canyon Rd, Malibu, CA 90265",1950000,5000
128,90265,"3250 Serra Rd, Malibu, CA 90265",18750000,13926
129,90265,"29500 Heathercliff Rd SPC 179, Malibu, CA 90265",1175000,1440
131,90265,"42 Paradise Cove Rd, Malibu, CA 90265",649000,500
132,90265,"11487 Tongareva St, Malibu, CA 90265",3288000,1909
133,90265,"11770 Pacific Coast Hwy APT V, Malibu, CA 90265",2365000,2465
134,90265,"24861 Rotunda Mesa Rd, Malibu, CA 90265",2288000,3727
135,90265,"226 Moonrise Dr, Malibu, CA 90265",5995000,3707
136,90265,"3958 Rambla Orienta, Malibu, CA 90265",3750000,2783
137,90265,"26665 Seagull Way UNIT A117, Malibu, CA 90265",1390000,920
138,90265,"27465 Latigo Bay View Dr, Malibu, CA 90265",3295000,4062
139,90265,"25316 Malibu Rd, Malibu, CA 90265",8450000,3108
140,90265,"21452 Paseo Portola, Malibu, CA 90265",3295000,3359
141,90265,"6851 Fernhill Dr, Malibu, CA 90265",8995000,4653
144,90265,"30808 Mulholland Dr, Malibu, CA 90265",1500000,14
145,90265,"24928 Malibu Rd, Malibu, CA 90265",11950000,4250
147,90265,"20802 Pacific Coast Hwy, Malibu, CA 90265",5975000,1896
148,90265,"31226 Bailard Rd, Malibu, CA 90265",4250000,3106
149,90265,"6950 Dume Dr, Malibu, CA 90265",14000000,5338
151,90265,"795 Latigo Canyon Rd, Malibu, CA 90265",80000,5327
153,90265,"31562 Broad Beach Rd, Malibu, CA 90265",3195000,1992
154,90265,"21415 Rambla Vista, Malibu, CA 90265",1300000,7348
155,90265,"29239 Heathercliff Rd APT 13, Malibu, CA 90265",1295000,1053
156,90265,"29500 Heathercliff Rd SPC 190, Malibu, CA 90265",1599000,2400
158,90265,"27118 Malibu Cove Colony Dr, Malibu, CA 90265",7299000,2419
159,90265,"11862 Beach Club Way, Malibu, CA 90265",2395000,1847
160,90270,"6057 Woodlawn Ave, Maywood, CA 90270",380000,606
163,90270,"3800 E 57th St, Maywood, CA 90270",675000,2202
164,90270,"3657 E 55th St, Maywood, CA 90270",403876,994
166,90270,"3538 E 56th St, Maywood, CA 90270",1075000,3000
167,90270,"4212 E 58th St, Maywood, CA 90270",630000,1434
168,90270,"6117 Alamo Ave, Maywood, CA 90270",1199900,4452
169,90270,"4311 E 54th St, Maywood, CA 90270",427424,943
170,90274,"5 Latigo Ln, Rolling Hills Estates, CA 90274",2699999,3840
171,90274,"1109 Palos Verdes Dr W, Palos Verdes Estates, CA 90274",5199000,3650
172,90274,"4 Dorado Pl, Rolling Hills Estates, CA 90274",1488000,2830
173,90274,"4600 Rollando Dr, Rolling Hills Estates, CA 90274",2895000,4583
174,90274,"23 Sorrel Ln, Rolling Hills Estates, CA 90274",2395000,4136
175,90274,"2416 Via Ramon, Palos Verdes Estates, CA 90274",2299000,2756
176,90274,"3602 W Estates Ln UNIT 314, Rolling Hills Estates, CA 90274",296242,440
177,90274,"1600 Espinosa Cir, Palos Verdes Estates, CA 90274",4250000,4800
178,90274,"8 Upper Blackwater Canyon Rd, Rolling Hills Estates, CA 90274",5799000,6552
181,90274,"2400 Via Carrillo, Palos Verdes Estates, CA 90274",1849000,3146
183,90274,"4511 Marloma Dr, Rolling Hills Estates, CA 90274",3575000,6507
186,90274,"2 El Concho Ln, Rolling Hills, CA 90274",3099000,3347
187,90274,"2306 Palos Verdes Dr W APT 202, Palos Verdes Estates, CA 90274",875000,1841
189,90274,"10 Middleridge Ln S, Rolling Hills, CA 90274",4399000,4483
190,90274,"141 Rocky Point Rd, Palos Verdes Estates, CA 90274",5350000,4416
191,90274,"1 Avocado Ln, Rolling Hills Estates, CA 90274",950000,1590
192,90274,"2221 Via La Brea, Palos Verdes Estates, CA 90274",2399999,2865
193,90274,"21 Phillips Ranch Rd, Palos Verdes Estates, CA",4310000,5203
194,90274,"901 Deep Valley Dr SUITE 106, Rolling Hills Estates, CA 90274",579000,930
195,90274,"1701 Paseo La Cresta, Palos Verdes Estates, CA 90274",15999000,9484
196,90274,"4 Poppy Trl, Rolling Hills, CA 90274",1399999,7
197,90274,"372 Via Almar, Palos Verdes Estates, CA 90274",6199999,4629
198,90274,"785 Via Del Monte, Palos Verdes Estates, CA 90274",5999999,5640
199,90274,"2960 Via Alvarado, Palos Verdes Estates, CA 90274",3699000,3714
200,90274,"16 Santa Cruz, Rolling Hills Estates, CA 90274",3400000,4678
201,90274,"3607 W Hidden Ln UNIT D, Rolling Hills Estates, CA 90274",739000,1736
202,90274,"63 Chandler Ranch Rd, Palos Verdes Estates, CA",4970000,5634
203,90274,"3614 W Estates Ln UNIT C, Rolling Hills Estates, CA 90274",699000,1563
204,90274,"2448 Via Anacapa, Palos Verdes Estates, CA",3899000,3495
205,90274,"2545 Via Campesina APT 306, Palos Verdes Estates, CA 90274",689000,1511
206,90274,"952 Paseo La Cresta, Palos Verdes Estates, CA 90274",5995000,5966
207,90274,"1 Pony Ln, Rolling Hills Estates, CA 90274",1900000,2400
208,90274,"3605 W Hidden Ln UNIT 247, Rolling Hills Estates, CA 90274",233068,659
209,90274,"3704 Via La Selva, Palos Verdes Estates, CA 90274",1450000,1851
210,90272,"1030 Rivas Canyon Rd, Pacific Palisades, CA 90272",6500000,3000
211,90272,"24 Samoa Way, Pacific Palisades, CA 90272",999000,1400
212,90272,"15950 Temecula St, Pacific Palisades, CA 90272",4995000,4600
213,90272,"15021 Bestor Blvd, Pacific Palisades, CA 90272",3495000,2457
214,90272,"16895 Calle De Sarah, Pacific Palisades, CA 90272",4250000,5286
215,90272,"1121 Galloway St, Pacific Palisades, CA 90272",6200000,4500
216,90272,"17368 W Sunset Blvd APT 403, Los Angeles, CA 90272",649000,684
217,90272,"230 Arno Way, Pacific Palisades, CA 90272",5875000,10114
218,90272,"1237 Villa Woods Dr, Pacific Palisades, CA 90272",7295000,8426
219,90272,"16321 Pacific Coast Hwy SPC 145, Pacific Palisades, CA 90272",499000,440
220,90272,"1200 Turquesa Ln, Pacific Palisades, CA 90272",12995000,6533
221,90272,"1301 Lachman Ln, Pacific Palisades, CA 90272",4995000,2519
222,90272,"1090 Ravoli Dr, Pacific Palisades, CA 90272",6995000,5248
223,90272,"1538 Michael Ln, Pacific Palisades, CA 90272",1200000,2081
224,90272,"15230 Earlham St, Pacific Palisades, CA 90272",2995468,2981
225,90272,"17366 W Sunset Blvd APT 202, Los Angeles, CA 90272",1499000,1770
226,90272,"1047 Napoli Dr, Pacific Palisades, CA 90272",10995000,7879
227,90272,"410 Amalfi Dr, Pacific Palisades, CA 90272",8350000,2870
228,90272,"16620 Linda Ter, Pacific Palisades, CA 90272",3650000,7200
229,90272,"842 N Las Casas Ave, Pacific Palisades, CA 90272",3295000,3452
230,90272,"1403 Cuesta Linda Dr, Pacific Palisades, CA 90272",3998000,6013
231,90272,"15 Copra Ln, Pacific Palisades, CA 90272",599000,1344
232,90272,"18000 Sea Reef Dr, Pacific Palisades, CA 90272",7050000,3686
233,90272,"1918 Palisades Dr, Pacific Palisades, CA 90272",1599000,2107
234,90272,"410 Via De La Paz, Pacific Palisades, CA 90272",7350000,7227
235,90272,"1461 Amalfi Dr, Pacific Palisades, CA 90272",9595000,7039
236,90272,"1136 Donaire Way, Pacific Palisades, CA 90272",5495000,4529
237,90272,"1608 Amalfi Dr, Pacific Palisades, CA 90272",14800000,8700
238,90272,"765 Napoli Dr, Pacific Palisades, CA 90272",6550000,4662
239,90272,"1408 Calle Del Jonella, Pacific Palisades, CA 90272",3350000,5197
240,90272,"17350 W Sunset Blvd APT 702, Pacific Palisades, CA 90272",1165000,1051
241,90272,"1344 San Remo Dr, Pacific Palisades, CA 90272",6899000,6269
242,90272,"545 Mount Holyoke Ave, Pacific Palisades, CA 90272",3095000,2244
243,90272,"704 Swarthmore Ave, Pacific Palisades, CA 90272",1995000,1147
244,90272,"1301 Palisades Dr, Pacific Palisades, CA 90272",1099000,1575
245,90272,"1324 Monument St, Pacific Palisades, CA 90272",7450000,5300
246,90272,"16038 Miami Way, Pacific Palisades, CA 90272",2895000,2228
247,90272,"400 Chautauqua Blvd, Pacific Palisades, CA 90272",4495000,5445
248,90272,"1243 Las Lomas Ave, Pacific Palisades, CA 90272",3950000,3435
249,90272,"754 Swarthmore Ave, Pacific Palisades, CA 90272",2850000,7000
250,90277,"1321 Beryl St UNIT 206, Redondo Beach, CA 90277",749900,1521
251,90277,"128 S Broadway # D, Redondo Beach, CA 90277",1089000,1738
252,90277,"227 S Irena Ave UNIT 3, Redondo Beach, CA 90277",879000,1562
253,90277,"902 Esplanade, Redondo Beach, CA 90277",6000000,5498
254,90277,"518 S Catalina Ave, Redondo Beach, CA 90277",3799000,4248
255,90277,"636 Vincent Park # A, Redondo Beach, CA 90277",1679000,2400
256,90277,"630 The Vlg UNIT 103, Redondo Beach, CA 90277",625000,619
257,90277,"1219 S Catalina Ave, Redondo Beach, CA 90277",1629000,2389
258,90277,"502 N Lucia Ave # B, Redondo Beach, CA",1869000,2780
259,90277,"308 N Francisca Ave, Redondo Beach, CA 90277",1599000,1718
260,90277,"436 Via El Chico, Redondo Beach, CA 90277",2395000,3019
261,90277,"1111 Beryl St APT 2, Redondo Beach, CA 90277",825000,1476
262,90277,"450 N Paulina Ave, Redondo Beach, CA 90277",1749000,1792
263,90277,"834 N Lucia Ave UNIT D, Redondo Beach, CA 90277",729000,1175
264,90277,"109 S Guadalupe Ave # B, Redondo Beach, CA 90277",1249000,2706
265,90277,"1031 Avenue D, Redondo Beach, CA 90277",1179000,1352
266,90277,"904 Camino Real UNIT 106, Redondo Beach, CA 90277",575000,975
267,90277,"518 S Gertruda Ave, Redondo Beach, CA 90277",1399000,4809
268,90277,"420 Esplanade APT 4, Redondo Beach, CA 90277",1100000,1800
269,90277,"125 S Lucia Ave # 6, Redondo Beach, CA 90277",1248990,2014
270,90277,"610 The Vlg UNIT 203, Redondo Beach, CA 90277",629000,619
271,90277,"437 Via La Soledad, Redondo Beach, CA 90277",1369000,1562
272,90277,"817 Garnet St, Redondo Beach, CA 90277",1650000,2277
274,90277,"429 N Paulina Ave, Redondo Beach, CA 90277",1275999,1573
276,90277,"219 S Guadalupe Ave, Redondo Beach, CA 90277",1750000,2843
277,90277,"520 The Vlg UNIT 313, Redondo Beach, CA 90277",989500,1501
278,90277,"611 S Prospect Ave UNIT 104, Redondo Beach, CA 90277",575000,975
279,90277,"205 Via El Toro, Redondo Beach, CA 90277",3149000,2411
280,90277,"220 S Prospect Ave APT 5, Redondo Beach, CA 90277",799000,1525
282,90277,"824 Avenue A, Redondo Beach, CA",2099000,3360
283,90277,"1108 Camino Real APT 511, Redondo Beach, CA 90277",679000,1549
285,90277,"130 S Prospect Ave # B, Redondo Beach, CA",1795000,3028
286,90277,"989 Calle Miramar, Redondo Beach, CA 90277",1249000,2304
287,90277,"330 N Prospect Ave, Redondo Beach, CA 90277",1399000,1829
289,90277,"1920 S Pacific Coast Hwy APT 309, Redondo Beach, CA",860000,885
290,90275,"32859 Seagate Dr # 305, Rancho Palos Verdes, CA 90275",979000,1565
291,90275,"30691 Calle De Suenos, Rancho Palos Verdes, CA 90275",3888000,6746
292,90275,"30405 Camino Porvenir, Rancho Palos Verdes, CA 90275",2750000,3323
293,90275,"6308 Rio Linda Dr, Rancho Palos Verdes, CA 90275",1350000,1911
294,90275,"28040 Lomo Dr, Rancho Palos Verdes, CA 90275",1250000,1894
295,90275,"49 3/4 Rockinghorse Rd, Rancho Palos Verdes, CA 90275",1745000,4224
296,90275,"28527 Vista Madera, Rancho Palos Verdes, CA 90275",689000,1565
298,90275,"30181 Via Rivera, Rancho Palos Verdes, CA 90275",1950000,9713
299,90275,"27122 Shorewood Rd, Rancho Palos Verdes, CA 90275",1298000,2010
300,90275,"32012 Cape Point Dr, Rancho Palos Verdes, CA 90275",4995000,6000
301,90275,"4903 Browndeer Ln, Rancho Palos Verdes, CA 90275",1375000,2148
302,90275,"26722 Hyte Rd, Rancho Palos Verdes, CA 90275",1369000,1890
303,90275,"29127 Indian Valley Rd, Rancho Palos Verdes, CA 90275",1385000,2397
304,90275,"28614 Mount Lassen Ln, Rancho Palos Verdes, CA 90275",1049000,2100
305,90275,"5853 Flambeau Rd, Rancho Palos Verdes, CA 90275",1289000,1612
306,90275,"6902 Purple Ridge Dr, Rancho Palos Verdes, CA 90275",1248900,1460
307,90275,"14 Mustang Rd, Rancho Palos Verdes, CA 90275",1790000,3050
308,90275,"28517 S Montereina Dr, Rancho Palos Verdes, CA 90275",949000,1909
309,90275,"29641 S Western Ave UNIT 311, Rancho Palos Verdes, CA 90275",399000,1207
310,90275,"28315 San Nicolas Dr, Rancho Palos Verdes, CA 90275",1898000,2109
311,90275,"10 Martingale Dr, Rancho Palos Verdes, CA 90275",2295000,3600
312,90275,"3570 Heroic Dr, Rancho Palos Verdes, CA 90275",1399999,1922
314,90275,"3227 Crownview Dr, Rancho Palos Verdes, CA 90275",600000,2
315,90275,"26215 Barkstone Dr, Rancho Palos Verdes, CA 90275",1399000,1914
316,90275,"5320 Ironwood St, Rancho Palos Verdes, CA 90275",1525000,1929
317,90275,"30311 Palos Verdes Dr E, Rancho Palos Verdes, CA 90275",2155000,4565
318,90275,"27817 Hawthorne Blvd, Rancho Palos Verdes, CA 90275",949000,1318
319,90275,"2123 W Summerland St, Rancho Palos Verdes, CA 90275",1350000,3480
320,90275,"30344 Via Rivera, Rancho Palos Verdes, CA 90275",1850000,2668
322,90275,"1018 Estrella Del Mar # 10, Rancho Palos Verdes, CA 90275",998000,1890
323,90275,"6224 Ocean Terrace Dr, Rancho Palos Verdes, CA 90275",5000000,7848
324,90275,"26 Sail View Ave, Rancho Palos Verdes, CA 90275",2349000,4452
325,90275,"5706 Mistridge Dr, Rancho Palos Verdes, CA 90275",1299000,2374
326,90275,"5354 Valley View Rd, Rancho Palos Verdes, CA 90275",1800000,4248
328,90275,"28106 Ridgefern Ct, Rancho Palos Verdes, CA 90275",939000,2219
329,90275,"28200 Ambergate Dr, Rancho Palos Verdes, CA 90275",1269000,1786
330,90280,"8117 Dearborn Ave, South Gate, CA 90280",509800,1395
331,90280,"9715 State St, South Gate, CA 90280",585000,1598
332,90280,"9620 Karmont Ave, South Gate, CA 90280",450000,1571
333,90280,"8924 Virginia Ave, South Gate, CA 90280",650000,2075
334,90280,"8160 Evergreen Ave, South Gate, CA 90280",519000,1469
335,90280,"8928 Virginia Ave, South Gate, CA 90280",450000,1118
336,90280,"8934 Virginia Ave, South Gate, CA 90280",425000,968
337,90280,"10001 W Frontage Rd SPC 190, South Gate, CA 90280",125000,800
338,90280,"9519 Elizabeth Ave, South Gate, CA 90280",310000,898
339,90280,"8469 San Gabriel Ave, South Gate, CA 90280",575000,1335
340,90280,"2917 Iowa Ave, South Gate, CA 90280",695000,2600
341,90280,"5950 Imperial Hwy APT 83, South Gate, CA 90280",415000,1540
342,90280,"8990 California Ave, South Gate, CA 90280",625000,2120
343,90280,"10001 W Frontage Rd SPC 117, South Gate, CA 90280",119000,1344
344,90280,"8831 Beaudine Ave, South Gate, CA 90280",495000,1242
345,90280,"4562 Tweedy Blvd, South Gate, CA 90280",1099000,4140
346,90280,"8946 Evergreen Ave, South Gate, CA 90280",2050000,6662
347,90280,"10001 W Frontage Rd SPC 178, South Gate, CA 90280",99000,1000
349,90280,"10038 Karmont Ave, South Gate, CA 90280",410000,1318
350,90280,"8843 Beaudine Ave, South Gate, CA 90280",457624,1337
353,90280,"9641 Victoria Ave, South Gate, CA 90280",649900,1596
354,90280,"8941 Santa Fe Ave, South Gate, CA 90280",795000,2880
357,90280,"5511 Mckinley Ave, South Gate, CA",559000,1186
358,90280,"7420 Howery St, South Gate, CA 90280",575000,1298
359,90280,"10516 Garfield Ave, South Gate, CA 90280",514900,1142
360,90280,"2454 Glenwood Pl, South Gate, CA 90280",490818,1486
362,90280,"8939 Elizabeth Ave APT A, South Gate, CA 90280",795000,2343
363,90280,"9723 Karmont Ave, South Gate, CA 90280",405000,1336
364,90280,"8973 Victoria Ave, South Gate, CA 90280",639000,1758
365,90280,"10221 Richlee Ave, South Gate, CA 90280",525000,1341
366,90280,"5575 Century Blvd, South Gate, CA 90280",525000,1740
370,90278,"2206 Carnegie Ln APT C, Redondo Beach, CA 90278",899000,1518
371,90278,"1717 Van Horne Ln, Redondo Beach, CA 90278",1079000,1520
372,90278,"720 Meyer Ln APT 104, Redondo Beach, CA 90278",579000,941
373,90278,"1916 Ruhland Ave # A, Redondo Beach, CA 90278",1229000,2238
374,90278,"2817 Fisk Ln, Redondo Beach, CA 90278",1149000,1950
375,90278,"2750 Artesia Blvd UNIT 229, Redondo Beach, CA 90278",480000,860
376,90278,"1804 Vanderbilt Ln # B, Redondo Beach, CA 90278",995000,1710
377,90278,"1706 Huntington Ln, Redondo Beach, CA 90278",1599000,2889
378,90278,"2405 Huntington Ln # 2, Redondo Beach, CA 90278",1039000,2074
379,90278,"1802 Stanford Ave, Redondo Beach, CA 90278",1168682,1615
380,90278,"902 Firmona Ave, Redondo Beach, CA 90278",888000,1357
381,90278,"2310 Vanderbilt Ln UNIT 4, Redondo Beach, CA 90278",779000,1554
382,90278,"1701 Havemeyer Ln, Redondo Beach, CA 90278",1550000,878
383,90278,"2408 Harriman Ln # A, Redondo Beach, CA 90278",1449000,2508
385,90278,"1916 Mathews Ave APT B, Redondo Beach, CA 90278",795000,1543
386,90278,"2713 Carnegie Ln # A, Redondo Beach, CA",1175000,2304
387,90278,"2713 Carnegie Ln # B, Redondo Beach, CA",1145000,2207
388,90278,"2604 Gates Ave APT 2, Redondo Beach, CA 90278",649000,1134
389,90278,"2209 Grant Ave # B, Redondo Beach, CA 90278",999999,1860
390,90278,"1809 Phelan Ln, Redondo Beach, CA 90278",849000,912
391,90278,"1605 Stanford Ave, Redondo Beach, CA 90278",1490000,2640
394,90278,"2105 Vail Ave, Redondo Beach, CA 90278",1399999,2439
397,90278,"1103 High Ln, Redondo Beach, CA 90278",915000,576
398,90278,"2415 Harriman Ln, Redondo Beach, CA 90278",2200000,4023
399,90278,"1807 Green Ln, Redondo Beach, CA",1329000,2326
400,90278,"1922 Vanderbilt Ln, Redondo Beach, CA",1329000,2428
401,90278,"1809 Green Ln, Redondo Beach, CA",1299000,2326
402,90278,"2519 Vanderbilt Ln # 2, Redondo Beach, CA 90278",640000,1213
403,90278,"2508 Harriman Ln # A, Redondo Beach, CA 90278",1585000,2550
404,90278,"2415 Huntington Ln, Redondo Beach, CA 90278",1350000,1818
407,90278,"2750 Artesia Blvd UNIT 328, Redondo Beach, CA 90278",559000,1160
408,90278,"2118 Carnegie Ln APT 1, Redondo Beach, CA 90278",2295000,5302
410,90291,"1141 Cabrillo Ave, Venice, CA 90291",1900000,1520
411,90291,"114 Paloma Ave, Venice, CA 90291",2250000,2408
412,90291,"1129 Van Buren Ave, Venice, CA 90291",1695000,2453
413,90291,"1121 Abbot Kinney Blvd # 7, Venice, CA 90291",1495000,985
414,90291,"634 Brooks Ave # A/B, Venice, CA 90291",5250000,4379
415,90291,"808 Venice Blvd, Venice, CA 90291",2300000,5627
416,90291,"828 Venice Blvd, Venice, CA 90291",4300000,7766
417,90291,"14 Ozone Ave, Venice, CA 90291",4850000,5200
418,90291,"22 Paloma Ave, Venice, CA 90291",3050000,4452
419,90291,"741 Mildred Ave UNIT 4, Los Angeles, CA 90291",2100000,1817
420,90291,"1647 Crescent Pl, Venice, CA 90291",5650000,2900
421,90291,"308 Venice Way, Venice, CA 90291",4800000,1500
422,90291,"708 Nowita Pl, Venice, CA 90291",1550000,1250
423,90291,"583 Grand Blvd, Venice, CA 90291",2395000,1400
424,90291,"520 Broadway St, Venice, CA 90291",2995000,3150
425,90291,"315 6th Ave, Venice, CA 90291",2495000,1884
426,90291,"812 Amoroso Pl, Venice, CA 90291",4650000,1800
427,90291,"130 Wavecrest Ave, Venice, CA 90291",1450000,848
428,90291,"1003 Main St, Venice, CA 90291",1395000,488
429,90291,"1209 6th Ave, Venice, CA 90291",1749000,5005
430,90291,"235 Horizon Ave, Venice, CA 90291",3300000,4416
431,90291,"1342 Abbot Kinney Blvd, Venice, CA 90291",14500000,3918
432,90291,"419 Carroll Canal, Venice, CA 90291",2795000,2092
433,90291,"551 Indiana Ave, Venice, CA 90291",1995000,1356
434,90291,"43 Park Ave, Venice, CA 90291",3195000,2411
435,90291,"1067 Van Buren Ave, Venice, CA 90291",2995000,2536
436,90291,"750 Broadway St, Venice, CA 90291",1950000,1248
437,90291,"2605 Grand Canal, Venice, CA 90291",3395000,2682
438,90291,"1316 Morningside Way, Venice, CA 90291",6995000,7034
439,90291,"535 Rose Ave, Venice, CA 90291",2195000,1295
440,90291,"1605 Cabrillo Ave, Venice, CA 90291",1999000,1368
441,90291,"2705 Ocean Front Walk, Venice, CA 90291",10995000,3849
442,90291,"1425 Cabrillo Ave, Venice, CA 90291",1425000,736
443,90291,"523 Main St, Venice, CA 90291",2049000,1536
444,90291,"429 Sherman Canal, Venice, CA 90291",4295000,3192
445,90291,"728 Marco Pl, Venice, CA 90291",3700000,2779
446,90291,"722 Brooks Ave, Venice, CA 90291",2770000,2976
447,90291,"1070 Marco Pl, Venice, CA 90291",2695000,2347
449,90291,"1220 Cabrillo Ave, Venice, CA 90291",4500000,3457
450,90290,"922 Old Topanga Canyon Rd, Topanga, CA 90290",699000,868
453,90290,"1126 Mohawk, Topanga, CA 90290",529000,1360
455,90290,"19733 Sunset Trl, Topanga, CA 90290",1413200,2716
